year,id,Field,QRA,LRA,CRA,RTR,ITR,NWR,ATR,ETR,FAT,LTA,CAT,GPM,EBI,NPM,REQ,ROA,CAS,ICU,CEQ,LTE,STF,STD,ICR,DER,LER,TFD
1997,71,Manufacturing,0.303734439834025,0.945643153526971,0.0404564315352697,Inf,3.88752424046542,-52.3931297709924,0.394930663444387,0.470392707833596,0.469090660561118,Inf,3.01162790697674,0.123770670940482,-0.0466234428498579,-0.0466234428498579,-0.0219313275306696,-0.0184130272167559,0.131135278209333,0.678806494076349,0.0427819218955682,0,0.824067431850789,0.86441893830703,-Inf,0.191076691110959,0.160423499625985,0.824067431850789
1998,71,Manufacturing,0.377883472057075,1.08799048751486,0.00665873959571938,Inf,1.12123241795044,10.1810810810811,0.101887915179054,0.124442535760299,0.122114885892116,Inf,0.823387978142077,0.111494558003716,-0.137244491637908,-0.172020175205734,-0.0214066268045324,-0.0175267770204479,0.12374229146381,0.652677595628415,0.00612021857923497,0,0.621996716907924,0.627518280853604,-Inf,0.221366984903043,0.181245266688305,0.621996716907924
1999,71,Manufacturing,0.295981452859351,1.16499227202473,0.00502318392581144,Inf,2.17296576256114,15.2529274004684,0.199430461142752,0.224733446050861,0.219714603785042,Inf,2.16019900497512,0.249654537079687,0.0693996622140335,0.0379241516966068,0.00852282529933405,0.00756323106130198,0.0923204115377549,0.745936981757877,0.00431177446102819,0,0.680717976611368,0.703834647810715,Inf,0.126876229253649,0.112591095596791,0.680717976611368
2000,71,Manufacturing,3.97591888466413,5.98859315589354,0.00887198986058302,Inf,2.09886649874055,2.16869918699187,0.245301454106558,0.262017312296642,0.284960774495076,Inf,1.80656084656085,0.60941893158388,0.448453608247423,0.432169634489222,0.113235926085088,0.106011839760906,0.135783665727915,0.336084656084656,0.00148148148148148,0,0.292342342342342,0.355405405405405,Inf,0.0681441463564369,0.0637967699293063,0.292342342342342
2001,71,Manufacturing,2.74593796159527,4.30773018217627,0.548990645002462,263.022727272727,2.06462799495586,1.7226853230128,0.29595437806874,0.321097608345819,0.382641758968425,Inf,1.32277974625672,0.434113885768599,0.355223364728247,0.27080273049339,0.0869541090949448,0.0801452536824877,0.22373670212766,0.362555720653789,0.127443136358441,0,0.557478772044415,0.663291966035271,7.40720720720721,0.0849564397092281,0.0783040098199673,0.557478772044415
2002,71,Manufacturing,0.865033222591362,1.19078073089701,0.0129568106312292,2.34003436426117,1.73253442121367,5.92903787548977,0.166418202258175,0.198733382947365,0.226601886823847,Inf,0.949919787961219,0.501138115867538,0.398120273147808,0.319039577061458,0.0634038144435203,0.0530939928637763,0.175191847108852,0.27355792704192,0.0108809374346098,0,0.896888621674433,0.904854952652938,6.64460784313725,0.194165973529455,0.162593479642211,0.896888621674433
2003,71,Manufacturing,3.62884784520668,5.20536499560246,0,797,3.83933054393305,2.08355118686605,0.281239854898584,0.292950084540175,0.337677524319561,Inf,1.68328123679986,0.309259723964868,0.216160602258469,0.077741530740276,0.0227743880026465,0.0218640168249891,0.167078351941508,0.30286390132635,0,0,0.802966101694915,0.802966101694915,Inf,0.0416378739983827,0.0399734639434274,0.802966101694915
2004,71,Manufacturing,6.35671100362757,10.1638452237001,0,224.183908045977,1.61140225504208,1.28679817905918,0.270715931488216,0.278787878787879,0.353135014756206,Inf,1.16019273094997,0.479747744052502,0.365822395406071,0.365822395406071,0.101986849628359,0.0990339505316048,0.233337034672293,0.374576170364642,0,0,0.792905081495686,0.792905081495686,Inf,0.0298170383076043,0.0289537240096605,0.792905081495686
2005,71,Manufacturing,8.16707416462918,14.0448247758761,0,37.3147751605996,1.36078757626179,1.08871673122579,0.233605019035873,0.238898866238021,0.303805854355899,Inf,1.01119944292926,0.436818546998738,0.363135544588546,0.328417307471594,0.0784585224079075,0.076719931363612,0.231017748940962,0.418499390703882,0,0,0.742286751361162,0.742286751361162,Inf,0.0226615302359377,0.0221593651134109,0.742286751361162
2006,71,Manufacturing,7.85402906208719,17.8830911492734,2.59841479524439,55.9393346379648,1.19211011591149,1.11830523062478,0.326808967953628,0.368334922557534,0.487632207437735,16.1771363893605,1.05577100646353,0.366800769634424,0.266398460731153,0.266398460731153,0.0981238564028555,0.0870614060159832,0.309545314232796,0.560812557710065,0.145300092336103,0.0202019047183509,0.153432714734814,0.153534124328161,Inf,0.127064917661006,0.112739661815313,0.204238921001927
2007,71,Manufacturing,1.02587382979724,2.1314860986969,0.123159429834878,16.5630784218217,0.925282954642158,1.41377016464327,0.302222854247954,0.431117985647996,0.508973341915011,87.413881748072,0.750491072413869,0.360487001529232,0.246500411716269,0.246500411716269,0.106270760960519,0.0744980580021864,0.402700132429142,0.518704893067602,0.0577810148094198,0.00345737825851235,0.108775789285927,0.631934122123789,Inf,0.426477673251008,0.298969896811924,0.119121231940068
2008,71,Manufacturing,0.580541881778525,1.52891503581863,0.0406211229839517,12.9408114558473,0.920876060260792,2.05137711864407,0.24507783261919,0.379127102882155,0.37622292224643,75.7290502793296,0.709656309713897,0.195086865110103,0.102430747666999,0.102430747666999,0.0388342726090422,0.0251035056317911,0.345347218455642,0.620291600136115,0.0265685940894694,0.00323624595469256,0.154837390059317,0.6388576395991,Inf,0.546952131899481,0.353564390446747,0.15887707097566
