year,id,Field,QRA,LRA,CRA,RTR,ITR,NWR,ATR,ETR,FAT,LTA,CAT,GPM,EBI,NPM,REQ,ROA,CAS,ICU,CEQ,LTE,STF,STD,ICR,DER,LER,TFD
1992,21,Banking,NA,0.469683520226083,0,Inf,NA,-0.633894411423106,0.285844944045226,2.54169876898317,3.97496452191608,6.52741502880007,0.715725884213368,NA,0.0161061076569689,0.00314577677783541,0.0079956169637201,0.000899204387039134,0.399377681246486,NA,0,0.0437914461979251,0,0.958057538817332,0.844577887672201,7.89187939801736,0.887537835901939,0
1993,21,Banking,NA,0.309073512042699,0,Inf,NA,-0.610543702485538,0.25859203636608,1.00055555555556,2.33502524068302,6.62443261856316,1.36485593124688,NA,0.035134145332971,0.0016184861837986,0.0016193853427896,0.000418527638098846,0.18946471231571,NA,0,0.039036103354942,0,0.826656724534272,1.51041137633316,2.86924349881797,0.741551546108304,0
1994,21,Banking,NA,0.18754412403606,0,Inf,NA,-0.280683797818431,0.159913839269776,0.81068330176044,2.13481825114387,3.8152754116979,1.21594425843815,NA,-0.340467649991814,-0.322398678315746,-0.261363225020211,-0.0515560104249723,0.131514120125195,NA,0,0.0419141010841495,0,0.873560491952987,-6.37541806020067,4.06950058520458,0.802741910530888,0
1995,21,Banking,NA,0.164581265559153,0,Inf,NA,-0.295584683702088,0.12368054862284,1.11313627695467,2.15751501581547,30.097174020823,1.50039545229857,NA,0.0519059071590947,0.00680328138898956,0.00757297931641485,0.000841433574625786,0.0824319671413058,NA,0,0.00410937414048477,0,0.563466669111512,0.879185267857143,8.00007334604665,0.888887983391364,0
1996,21,Banking,NA,0.249297108748929,0,Inf,NA,-0.280432605647907,0.151963027611718,1.29987157865421,1.94891780917252,8.82108357832843,0.844460527109342,NA,-0.0649073941817836,0.0489691948769223,0.0636536646500905,0.00744150711320533,0.179952789660755,NA,0,0.0172272517613436,0,0.817399746832332,-1.50220385674931,7.55386733920255,0.883093814722029,0
1997,21,Banking,NA,0.308660914543421,0,Inf,NA,-0.306694742956724,0.161129362791698,1.52668941387387,3.41388897869451,4.70901712450945,0.686935251985766,NA,0.061167668923718,0.0409962592925801,0.0625885550704103,0.00660570113665668,0.234562664131607,NA,0,0.0342171961858141,0,0.849605153392235,3.03239436619718,8.47492987884221,0.894458321825365,0
1998,21,Banking,NA,0.246082899648283,0,Inf,NA,-0.288480448331695,0.160137514398518,1.66747863247863,2.56119814458253,8.30721737279114,0.883809250562493,NA,0.00398096653766968,0.00398096653766968,0.00663817663817664,0.000637502086246098,0.181190131577147,NA,0,0.0192769139426905,0,0.814520156542742,Inf,9.41279202279202,0.903964277994687,0
1999,21,Banking,NA,0.250389548871243,0,Inf,NA,-0.0968634200555976,0.0562126394398841,0.536883986727295,1.44423323277821,1.75813064366024,0.289987470855218,NA,0.011731380010873,0.011731380010873,0.00629839007005039,0.000659451834683467,0.193845062595651,NA,0,0.0319729592579398,0,0.864709781849082,Inf,8.55095551185941,0.895299153891128,0
2000,21,Banking,NA,0.198279614001211,0,Inf,NA,-0.323220174527257,0.183343288072453,1.6620196202684,Inf,7.00256852208591,1.30690290270086,NA,0.0181468057278269,0.00293437709641456,0.0048769923075072,0.000537998345301142,0.14028837773147,NA,0,0.0261822911827557,0,0.795255448317566,Inf,8.06506934473437,0.889686447839379,0
2001,21,Banking,NA,0.198975465452646,0.0538508014746096,2.8857262692315,NA,-0.257721514676837,0.150851351149337,1.65634403895607,2.34976791840663,3.43153479936522,1.03752116306009,NA,0.0113566544445546,0.00542397515938295,0.00898396892268972,0.000818213981393356,0.145395926869011,NA,0.270640409620881,0.0439603151269926,0.00264138944321396,0.80394179952194,Inf,9.97997483175576,0.908925110000449,0.00264138944321396
2002,21,Banking,NA,0.251650572083099,0.0433139653639115,3.69378810347668,NA,-0.235338579502986,0.128970199056495,1.21038820798013,2.87272540878569,0.931133595839771,0.699841410571796,NA,0.0404325173078296,0.0205731211191207,0.0249014632039307,0.00265331952594638,0.184284892417443,NA,0.172119479027485,0.138508802209182,0.00374374111392718,0.819638478498279,Inf,8.38503320555046,0.893448394891267,0.00374374111392718
2003,21,Banking,NA,0.188505247946748,0.0354712006671868,2.42575010650599,NA,-0.188765252890738,0.109111938459854,0.832567417960019,2.12664070003201,0.896752275207272,0.812614045281711,NA,-0.0474691086997428,0.0396788559242301,0.0330353226244438,0.004329436885762,0.134272769580333,NA,0.18817089207621,0.121674559938679,0.00253452083536799,0.819732402486319,-Inf,6.63039709230673,0.868945221604752,0.00253452083536799
2004,21,Banking,NA,0.246307133171425,0.0471804507703338,6.39634732457546,NA,-0.0503734544536967,0.0319471894378876,0.284738268435316,0.472217622708457,0.352578594136348,0.154141347067044,NA,0.205279767570005,0.190702800180334,0.0543003851091143,0.00609241848369674,0.207259051810362,NA,0.191551296801044,0.0906101220244049,0.00487053954474335,0.947810240029995,2.22113821138211,7.91276565397233,0.887799959991998,0.00487053954474335
2005,21,Banking,NA,0.2336523430053,0.0422053608876349,27.8410786001147,NA,-0.193151898104383,0.125481444897104,1.24845958913801,4.03769189166701,1.60714699696965,0.633511749347259,NA,0.178137943825087,0.103777278628392,0.129561738638264,0.0130221228697801,0.198072798217862,NA,0.18063315926893,0.0780771423732276,0.00582136599431087,0.942450406992539,2.8208516886931,8.94934331545299,0.899489691034879,0.00582136599431087
