year,QRA,LRA,CRA,RTR,ITR,NWR,ATR,ETR,FAT,LTA,CAT,GPM,EBI,NPM,REQ,ROA,CAS,ICU,CEQ,LTE,STF,STD,ICR,DER,LER,TFD
1999,2.57333804095632,2.64844144053263,0.000807021083425804,Inf,28.0201477501679,2.20332293005324,0.598927056475089,0.915341494108226,1.06331861608659,Inf,1.37139102612935,0.420586315599439,0.15010623672041,0.0769626018969851,0.0704470630108429,0.0460949846128254,0.436729601596939,0.0283575836063076,0.000304715471928087,0,0.0667452659945622,0.477033757609297,2.41218478018299,0.528302126631837,0.345679115029527,0.0667452659945622
2000,2.67903677251231,2.86439532863623,0.0921725702152302,Inf,16.8479562613903,2.43195113112802,0.708406846113247,1.04337590227651,1.28225564320223,Inf,1.58292337758609,0.311241432159734,0.121301460257993,0.121301460257993,0.126563020544142,0.0859307848902963,0.447530724572118,0.0647112339106409,0.0321787182424692,0,0.0168623767026773,0.486660403945514,Inf,0.472848417545808,0.321043504486165,0.0168623767026773
2001,5.54641391440297,5.93375024428376,1.07856165722103,Inf,18.1190716448032,2.10506614909293,0.806863987975496,1.04964349904209,1.49692275191888,Inf,1.75030464710338,0.324266857341776,0.157956138452709,0.157956138452709,0.165797633860678,0.127449119797162,0.460984885865893,0.0652768171788032,0.181767282547838,0,0.0998096363397663,0.335893396350269,Inf,0.300882858327902,0.231289521828575,0.0998096363397663
2002,1.78458698327662,1.9042930572649,0,24.6522931206381,35.4547928636226,3.95905051637179,0.943560927676706,1.45252011983787,1.89422377140231,Inf,1.880037256691,-0.185470906425358,-0.203528638592589,-0.192649512158132,-0.279827292486636,-0.181776552408391,0.5018841644327,0.0628611618004866,0,0,0.752157695553922,0.752157695553922,22.3418423973363,0.539402572989485,0.350397344043655,0.987094666339949
2003,0.585194680339689,0.619884633872777,0,214.266536964981,74.0009237875289,-4.64245668760275,1.30873894856926,7.4900027203482,2.42242213619567,Inf,2.84677023289477,-0.454713845986217,-0.50155720810293,-0.483143108786649,-3.61874319912949,-0.63230820420192,0.459727635706816,0.055961951042986,0,0,0.898670928909816,0.898670928909816,32.5503830288745,4.72300054406964,0.825256678391482,0.993981021498409
2004,0.744988179669031,0.744988179669031,0,6.67282299128333,Inf,-14.3354037267081,1.38111016835618,3.08205608594264,1.97325370696476,Inf,4.90705423158696,0.112936185623011,0.0510812488683101,0.0510812488683101,0.157435273952126,0.0705488322243558,0.281454025811638,0,0,0,0.684554634904195,0.684554634904195,Inf,1.23157873756801,0.551886750323762,0.9934619368203
2005,1.21486690926933,1.31810933475079,0.337572065257391,17.2869752844253,61.3619801980198,22.6552699228792,1.73661756736785,2.4698793492426,2.54494787605764,Inf,5.46756832211434,0.120959048667295,0.0869293876022649,0.0553393321154217,0.136681473592758,0.0961032563180452,0.317621557712203,0.078326146973974,0.256103235412725,0,0.811662020443382,0.811662020443382,3.23521959459459,0.422235612292084,0.296881619784226,1
2006,1.71204158244297,1.84937915102512,0.895177591683511,976.026548672566,39.4167367535744,7.49921805942748,1.15288768097005,1.51821873494391,1.73320866203602,Inf,3.44422584473175,0.150130110344452,0.126175299888477,0.0733604736560553,0.111377245508982,0.0845763863481942,0.334730570218993,0.0742614452563862,0.484042220973081,0,0.647741094700261,0.752172024326672,2.80790960451977,0.316883474430449,0.240631369884493,0.895569070373588
2007,3.12675111773472,3.30886736214605,1.01028315946349,3815.59090909091,61.0523731587561,5.41829917702114,1.73298099652136,2.20383570275273,3.1997179286817,Inf,3.78079045152573,0.111224283144515,0.0834911785378173,0.0542868374968729,0.119639270665144,0.094078057743324,0.458364730534595,0.0550388469766918,0.305325976804414,0,0.648420137211325,0.648371823364576,3.36058499160873,0.271702175140131,0.213652363306048,0.977823944342449
2008,4.77818341121495,4.94429030373832,2.37646028037383,4.50436964610193,37.3881318681319,1.92728753632846,0.890152357175835,1.08953724439607,2.11510645213717,Inf,1.53748689398526,0.183030140038804,0.147136792362218,0.147136792362218,0.160311015299609,0.13097416254852,0.578965817957969,0.0335956997504319,0.480647400209696,0,0.639880396187628,0.639880396187628,Inf,0.223989618870215,0.182999606709872,0.975378433937582
