year,QRA,LRA,CRA,RTR,ITR,NWR,ATR,ETR,FAT,LTA,CAT,GPM,EBI,NPM,REQ,ROA,CAS,ICU,CEQ,LTE,STF,STD,ICR,DER,LER,TFD
1992,0.660905392006018,1.39600642800971,0.0493554894519096,4.02660682801731,2.41863764273588,5.4226385771024,0.798324668556393,1.36149318765649,1.66994602355819,Inf,1.53824487496632,0.172048403789507,-0.0608789109147361,-0.0711328715866571,-0.0968469200836775,-0.0567871261328825,0.518984123755895,0.52657424869578,0.0353547723431874,0,0.307561114269471,0.898760044865787,-5.93711180124224,0.705437951852936,0.413640350319686,0.307561114269471
1993,0.763365416921952,1.52728422633753,0.0421566496037314,3.38151228969917,2.44194349580876,4.05315041793171,0.734196982659116,1.18024448810303,1.55235579545781,Inf,1.399321911072,0.127138550317199,0.00678787430410417,-0.00401353875746759,-0.00473695699628902,-0.00294672804551812,0.524680544805204,0.500181168797557,0.0276023603706196,0,0.318960870971219,0.909004347669864,0.628424657534247,0.607531106745252,0.377928056381635,0.318960870971219
1994,0.497150551528093,1.08662595378317,0.0315955551324075,Inf,2.83691739732349,19.9189825718323,0.81232471474125,1.6261071304972,1.66996630160067,Inf,1.58794372402744,0.0308361710177828,0.0869277336360197,-0.103575482406356,-0.168424830485663,-0.0841369241999309,0.511557621627159,0.542482351174085,0.0290767536173835,0,0.110444361989329,0.940709085558555,5.22159090909091,1.00179448069011,0.500448218013242,0.110444361989329
1995,0.445677266951807,1.3674188872385,0.0496071869575332,Inf,2.18265833106823,6.63757245141493,0.938611051801445,1.64344375972311,1.98972112717185,Inf,1.78348383719408,0.175056502979248,0.050302327629223,0.0359857935366462,0.0591406278264855,0.0337766635213411,0.526279539083539,0.674074074074074,0.0362779740871614,0,0.34382026080812,0.897395130725252,3.51538461538462,0.750931609604322,0.4288754657722,0.34382026080812
1996,0.494668741720151,1.24718002803895,0.0157944153622555,Inf,1.84292477823166,6.82563221979394,0.78929792047752,1.58244263758535,2.02096846256952,Inf,1.35277981168851,0.178014103297122,-0.000205831903945111,-0.000205831903945111,-0.000325717180978117,-0.000162462693751805,0.583463704630788,0.603370218734209,0.012664102220343,0,0.0522941727292372,0.933383754711998,-Inf,1.00487369411538,0.501215461634736,0.0522941727292372
1997,0.625286465354543,1.42393502291723,0.136087894311135,Inf,2.16436332946513,5.49622386517211,0.880227132389919,1.48891449245712,2.00924163385112,Inf,1.63633996828477,0.258132403778006,0.0723780320233739,0.0723780320233739,0.107764700815127,0.0637091075759601,0.537924361349299,0.560874298833164,0.0955717024449125,0,0.0825599501712862,0.92407349735285,Inf,0.691511699275323,0.40881283858195,0.0825599501712862
1998,0.743834045395541,1.34709566839326,0.0963867569032226,Inf,2.31863287860112,4.84383283105189,0.752020925172216,1.42145977623868,1.9070791399817,Inf,1.24807274904573,0.168045935654103,0.00441515996521843,0.000397289436598603,0.000564730953649441,0.00029876996967203,0.602545745628375,0.447823890427363,0.0715515305740588,0,0.0854280379201379,0.949762999138179,3.84967320261438,0.890186467767714,0.470951666910944,0.0854280379201379
1999,0.605384165203578,1.34736040279055,0.024394095625598,Inf,1.50167140335282,3.84879522905357,0.685731983323407,1.53184106608764,2.35448670756646,Inf,0.992250520538878,0.166587918120041,0.00200113953779235,0.000451646076237858,0.0006918500069185,0.000309708159618821,0.691087552114354,0.550688766012603,0.0181051005915528,0,0.031003070977537,0.928617024947379,1.2914798206278,1.23387723387723,0.552347826086957,0.031003070977537
2000,0.693099616771355,1.31598222181909,0.0441506610127214,Inf,1.95620437956204,4.97204779504109,0.721280926131247,1.37335474151602,2.20551673643497,Inf,1.19384493439134,0.224427348700258,0.0505246597289378,0.0505246597289378,0.0693882810022201,0.0364424733617544,0.604166341333916,0.473321443648927,0.0335495877381168,0,0.0900071260209395,0.966924299731404,Inf,0.904049714557564,0.474803629151897,0.0900071260209395
2001,0.672120346985835,1.32814318655979,0.0315471615241023,2.4426,1.57440077664703,4.08680230223531,0.583196046128501,1.20346465383024,1.59603246167719,Inf,1.00972270449923,0.2298206828789,0.0540244002292639,0.0321296978629329,0.0386669557162847,0.0187379127569658,0.577580402549961,0.493939844899714,0.0237528316550093,0,0.0763522152426483,0.843756369633294,3.38185545873911,1.06357777733982,0.515407205787551,0.0778346026275316
2002,0.605110981703931,1.14551536409312,0.0138540919001639,3.76670463701275,2.76638933440257,12.6174965100047,0.73042545969797,1.31702933747814,1.94800063221116,Inf,1.6028066110231,0.185764337082795,0.0224893970127236,0.0129817444219067,0.0170973382552943,0.00948219663705276,0.455716525421446,0.47175655545835,0.0120941999858133,0,0.111115143157818,0.893191082725502,3.33953997809419,0.803098892558772,0.445399248966925,0.111115143157818
2003,0.635188920996674,1.36344801264926,0,4.63940380761523,2.12414838661376,5.55670567056706,0.851654289195963,1.52822015017741,2.17657774121518,42.3931330472103,1.48122525692806,0.234031208660673,-0.0125874031478632,-0.0125874031478632,-0.019236323128971,-0.0107201158807164,0.574966086496678,0.534130443475827,0,0.0200894396799485,0.0987548526986847,0.952544177410769,-Inf,0.794403416123443,0.442709171590831,0.0987548526986847
2004,0.837238531286471,1.95502289253973,0,6.18283410138249,2.5911573367601,3.78362944162437,1.01645253953723,1.41428684370031,2.47876893706121,46.0792787635947,1.84829177572668,0.19845218352681,0.102303712399302,0.102303712399302,0.144686794508033,0.103986868272357,0.549941601691973,0.571750011480002,0,0.0220587771078633,0.171155399946135,1,Inf,0.391394864677307,0.281296758104738,0.171155399946135
