year,id,QRA,LRA,CRA,RTR,ITR,NWR,ATR,ETR,FAT,LTA,CAT,GPM,EBI,NPM,REQ,ROA,CAS,ICU,CEQ,LTE,STF,STD,ICR,DER,LER,TFD
1992,33,0.400688676391894,1.15651101649566,0.0472534375654359,Inf,2.57560179769747,14.31767504088,1.20162437308182,5.14255966682685,3.16346974972082,Inf,1.93761567554518,0.131287961376733,-0.0573534755749364,-0.0698645070861237,-0.359282396283838,-0.0839508945280335,0.620156199316316,0.653536654059709,0.0408586143075561,0,0.183052503052503,0.69973137973138,-4.58423236514523,3.2796732340221,0.76633730069616,0.183052503052503
1993,33,0.793785020305351,1.46512106101887,0.0960263198478384,Inf,3.02178490753857,4.98944518125553,1.0529083869764,5.44631439256846,3.14048695652174,Inf,1.5839619662468,0.125840357075613,-0.0464729922803442,0.0168237548317071,0.0916274580769695,0.0177138725627391,0.66473085175856,0.458211992561665,0.0655415599452651,0,0.134761615635933,0.562436753693584,-Inf,4.17263843648208,0.806675062972292,0.134761615635933
1994,33,0.376906730627617,0.968734877653643,0.0465610469397631,Inf,2.72665220946354,-57.1096904441454,0.814263646220124,2.20365609825764,1.45866277071158,Inf,1.84316834263623,0.0962469804984387,-0.0871030460142579,-0.0871030460142579,-0.191945158526135,-0.0709248438444489,0.441773888681001,0.610928914275786,0.0480637664791608,0,0.142135378621865,0.723292549306063,-Inf,1.70631767546935,0.630494228721108,0.142135378621865
1995,33,0.0638945524509663,0.669299026505471,0.0037044482095167,Inf,3.88065648420453,-7.09777700590483,1.01910081540034,2.55686936936937,1.43654545774091,Inf,3.50701505985326,-0.000905331669480535,-0.269947882257946,-0.394663436834765,-1.00910285285285,-0.402201830287011,0.290589232725731,0.904535118204831,0.0055348178658772,0,0.195447572453253,0.721899747087358,-23.8282937365011,1.50894644644645,0.601426327207441,0.195447572453253
1996,33,0.116262762737083,0.620495630312463,0.00246275931658429,Inf,2.19909778516433,-3.42465074357819,0.778752446635172,2.23719382948658,1.23964960360184,Inf,2.09456740442656,0.146816154119458,0.0410564130906794,0.0265287592278236,0.059349976448422,0.020659336154863,0.371796316981441,0.812629199856674,0.00396901959703426,0,0.0514029709974063,0.919138567947811,2.82608695652174,1.87279203956665,0.651906582089093,0.0514029709974063
1997,33,0.0944249749678158,0.759798312115577,0.0136604205406952,Inf,1.84607529626743,-5.59729045704928,0.45772131556681,0.889312029141485,0.631744324769378,Inf,1.76952040288041,0.0863898715323031,0.0332606324972737,0.0332606324972737,0.0295790805766797,0.0152241004632363,0.258669702153045,0.875723631571516,0.0179790088012425,0,0.0337781903017836,0.701502646564483,Inf,0.942911546603905,0.485308530000791,0.0337781903017836
1998,33,0.396089036821302,0.675941335552319,0.226201372997712,Inf,2.68671250696897,-3.17887979457551,0.481934394479832,1.13940244589915,0.821006383155102,Inf,1.52401323382319,0.270118540358246,0.0169026030412569,0.0169026030412569,0.0192588672472705,0.00814594576182111,0.316227171643934,0.414018619681465,0.334646456874663,0,0.0306288528516373,0.81075383071487,Inf,1.36423879154635,0.577033688400543,0.0306288528516373
1999,33,0.325844370244405,0.693891736901555,0.0260789692538758,Inf,2.27219992580351,-3.65670491869754,0.471353826371938,1.15877258358819,0.776666752792635,Inf,1.61314443132625,0.252888731176118,-0.0552684690279226,-0.054902526115017,-0.0636195420318162,-0.0258785157617985,0.292195675240569,0.530410360988873,0.0375836284927194,0,0.0336050046257544,0.709837437772589,-Inf,1.4583922284187,0.593230084101256,0.0336050046257544
2000,33,0.454581039116933,0.853448500822004,0.0126692935988101,4.53597764851372,2.73732417402682,-8.81712962962963,0.501956451220501,1.35058027738759,0.869955550870535,Inf,1.51404983947409,0.155047761374881,-0.0476402043742553,-0.0452369893168003,-0.0610961855796637,-0.0227069986213608,0.331532316924824,0.467359730927993,0.0148448249503134,0,0.193596786293348,0.618235203962281,2.30596285434995,1.69063237279583,0.62834015894899,0.193596786293348
2001,33,0.507763876741327,0.874700536182834,0.0471663434358799,4.62944162436548,2.92071991156557,-11.1635811836115,0.537233213896246,1.56042930471302,0.913683896768424,Inf,1.59916528997478,0.233824488908221,0.00503842250253734,-0.00991373060751051,-0.0154696757589898,-0.00532598535597445,0.335946019629226,0.419499753644611,0.0539228472886416,0,0.174667755586903,0.585722770807038,1.9041095890411,1.90458009870049,0.655719348808226,0.174667755586903
2002,33,0.427691213934475,0.761404704070146,0.0162183778659873,5.75264906890714,3.28032488571302,-5.6955118256875,0.50899841335005,1.34489885664028,0.795334564273269,Inf,1.78475693971638,0.194443536169332,-0.048000523166465,-0.0275207359208275,-0.03701260627382,-0.0140080109179269,0.2851920068348,0.438286614663373,0.0213006010854553,0,0.209706068747601,0.602643863861541,4.48016276703967,1.64223101729698,0.621528509769547,0.209706068747601
2003,33,0.381776737309019,0.807704944964679,0,6.80045922524257,3.58719444578371,-9.80489107219137,0.573018280314803,1.4680449625046,0.838275843178789,Inf,2.33430794264212,0.189635454674175,-0.00306056876477187,-0.000718852450088767,-0.0010553077181369,-0.000411915594749949,0.245476729889469,0.527331434963897,0,0,0.268485437887086,0.498500281517121,1.83660130718954,1.56193537039702,0.609666285956799,0.268485437887086
2004,33,0.486165597691845,1.01274467069348,0,5.93734515582214,3.19508061019354,148.317589576547,0.485400720636207,1.27083827572252,0.68287104732339,Inf,1.86647127544014,0.109930051500544,-0.00672032679236167,-0.00484258842390767,-0.00615414672267266,-0.00235059591070934,0.260063322175554,0.519952450246972,0,0,0.253585504471639,0.415487309513337,4.896,1.61812193862599,0.618046820032834,0.584538563038473
