year,id,Field,QRA,LRA,CRA,RTR,ITR,NWR,ATR,ETR,FAT,LTA,CAT,GPM,EBI,NPM,REQ,ROA,CAS,ICU,CEQ,LTE,STF,STD,ICR,DER,LER,TFD
1992,20,Banking,0.472101366250849,0.472101366250849,0,Inf,NaN,-0.651206842100045,0.247971752296002,1.87678672010841,2.39802501199491,15.5732744022218,0.728172436700918,1,0.00620791119935887,0.0296705316142418,0.0556852597121656,0.00735745371593746,0.340539877366783,0,0,0.0159229039373136,0,0.831143261575783,0.182518622718118,6.56855046081257,0.867874303649336,0
1993,20,Banking,0.477523561594077,0.477523561594077,0,Inf,NaN,-0.447749273479625,0.187468776593031,1.9247502447155,2.48313934938292,7.49857499109369,0.489899273086205,1,0.0622145391487625,0.0181096903903755,0.0348566310105971,0.00339500150196227,0.382668003183674,0,0,0.0250005870202931,0,0.88783352803175,1.36035036358485,9.26704435637227,0.902600985708283,0
1994,20,Banking,0.36986791092522,0.36986791092522,0,Inf,NaN,-0.338159648193944,0.175732715955904,2.10896317619586,2.62680622725355,8.98080744560433,0.576111739524016,1,0.0598751185701375,0.0253011868217228,0.0533592713210653,0.00444624627708908,0.305032346851836,0,0,0.0195675853223996,0,0.899672999650985,1.42842506180814,11.0009687365863,0.916673243064143,0
1995,20,Banking,0.396874416289844,0.396874416289844,0,Inf,NaN,-0.290605243939482,0.137679567240684,1.63705960392204,2.79056737729498,4.07919689090968,0.441629518523131,1,0.224605276384368,0.159238921096197,0.260683605098714,0.0219239457443979,0.311753543334475,0,0,0.0337516356583565,0,0.85765191606297,3.68042213897351,10.8903598894978,0.915898256293886,0
1996,20,Banking,0.350665679722202,0.350665679722202,0,Inf,NaN,-0.292725051042449,0.156790909601255,1.84814860636135,3.99875982013708,4.41349018119723,0.542044554224729,1,0.181324468415044,0.130720491607458,0.241590894387195,0.0204957847826566,0.289258343025895,0,0,0.0355253785924869,0,0.90135123134589,3.85090648232686,10.7873453956068,0.915163256319552,0
1997,20,Banking,0.32869964257705,0.32869964257705,0,Inf,NaN,-0.232318317067254,0.115010222947397,1.45365669486763,3.37866003949997,2.99673986058429,0.474461633302775,1,0.183071784316186,0.117697393279209,0.171091603708791,0.0135364034413693,0.242401523905735,0,0,0.0383784473454337,0,0.800814759786844,3.54641306326218,11.6393694196429,0.920882128941821,0
1998,20,Banking,0.30980315130105,0.30980315130105,0,Inf,NaN,-0.210040366166106,0.105873341706072,1.17663600345221,3.21838319058268,2.52375650758412,0.467939716618786,1,0.153796134973105,0.0889446491755912,0.104655476534427,0.00941686723509405,0.226254233068921,0,0,0.0419506958725665,0,0.802527266271453,3.37395205705986,10.1136192028284,0.910020310958153,0
1999,20,Banking,0.400945940120051,0.400945940120051,0,Inf,NaN,-0.230327485613233,0.102698016267266,1.16848918875318,3.58143083583714,4.42937104268343,0.34413271603956,1,0.100482549287076,0.0673171118384765,0.0786593174013488,0.00691333384665325,0.298425611633684,0,0,0.023185688278905,0,0.81602384988549,6.31702657807309,10.3779139191185,0.912110426646867,0
2000,20,Banking,0.367589517246684,0.367589517246684,0,Inf,NaN,-0.182862281118384,0.0956390233443426,1.12797522324785,3.622733952672,1.51652862919004,0.314600983035767,1,0.0370029535565594,0.0222767398641264,0.0251276106214722,0.00213052564390103,0.304001031469979,0,0,0.0630644364395696,0,0.903629380099734,Inf,10.7940897324583,0.915211769395995,0
2001,20,Banking,0.327109004211496,0.327109004211496,0.0342059923714779,3.71054840885726,NaN,-0.144784207185745,0.0839200910653152,0.954532744380816,3.42522793955693,0.530499607483752,0.297833407498237,1,0.102126733940337,0.076738346388744,0.0732492643776935,0.0064398890171451,0.281768562399475,0,0.104570623037211,0.158190675132376,0.00447997498950896,0.94442156117618,4.58208370436331,10.374305392947,0.91208254346502,0.00447997498950896
2002,20,Banking,0.363355977658698,0.363355977658698,0.0450036984700737,34.0333408208452,NaN,-0.114468303767581,0.0642184230855259,0.747765863164715,3.00698315310769,0.388772036064146,0.200562439651485,1,0.123104223062642,0.138634390018301,0.103666064316349,0.00890288191239908,0.320191672962881,0,0.123855671124656,0.165182721822436,0.00313409107483857,0.963994814558053,2.98434249925713,10.6441019140075,0.914119611165801,0.00313409107483857
2003,20,Banking,0.280702882990128,0.280702882990128,0.0405534555104672,43.6090099656919,NaN,-0.1016953721078,0.0630885732197523,0.678044211315099,3.26343152656963,0.253626637895854,0.260592934390912,1,0.319326267206008,0.216913937416352,0.147077239618723,0.0136847908230763,0.242096253941843,0,0.144471104387957,0.248745848398062,0.00664673982441099,0.950945048301311,3.11422882300287,9.74749636440995,0.906955074363972,0.00664673982441099
2004,20,Banking,0.242501118853776,0.242501118853776,0.0339705638854555,14.9434763151114,NaN,-0.0980317443936654,0.0625281951335327,0.65749426886739,3.48767510903762,0.243047051453981,0.306221006509215,1,0.43161871538419,0.270601143280301,0.177918700855762,0.0169202010903877,0.204193029884941,0,0.140084153203182,0.257267861344008,0.00410885251625594,0.930522623113821,3.2528434544124,9.51516467832266,0.904899254496553,0.00410885251625594
2005,20,Banking,0.35026668058877,0.35026668058877,0.0267270764910313,41.7236500066997,NaN,-0.134302432054443,0.0691261080684007,0.839420666794986,4.81913517194416,0.359131745781306,0.249126650690999,1,0.496544455135081,0.318565910343384,0.267410808878595,0.0220212215453052,0.277473758334031,0,0.076304935559686,0.192481196330929,0.00698041538484093,0.863268588019486,3.13898645054673,11.1433225879672,0.917650174611445,0.00698041538484093
2006,20,Banking,0.250343732680886,0.250343732680886,0.041113238989539,20.7831979229616,NaN,-0.147503696835502,0.0820785728052801,0.892156886293707,5.60359966206023,0.797729676233807,0.441700974900881,1,0.482291366586885,0.319886169362112,0.285388648826523,0.0262558002413903,0.18582384343548,0,0.16422715499711,0.102890208614006,0.00549652600573527,0.817483357706903,3.38405534271832,9.86954725492221,0.907999888095466,0.0352291176426925
2007,20,Banking,0.274685918870696,0.274685918870696,0.0383015860989631,10.7993885386548,NaN,-0.163569102840938,0.0802173820506123,0.998451277695901,6.8333873202685,0.71848731943187,0.431907736719722,1,0.440676069097464,0.299071651508747,0.298608472571532,0.0239907449295848,0.185728050763461,0,0.13943774859822,0.111647596110733,0.00930257986121972,0.735215482559319,3.11202204423725,11.446819970016,0.919658226006113,0.0926973947944894
2008,20,Banking,0.337527488251423,0.337527488251423,0.0416574650795732,3.5437286617204,NaN,-0.189560213956932,0.0769846974211057,1.15363133938253,7.29371753847143,0.612255117884915,0.372053937645824,1,0.408084925633852,0.28111241674732,0.32430009384927,0.0216413543446082,0.206918109530643,0,0.123419474056415,0.125739573540938,0.0284728469218827,0.656875720409483,3.7042421695467,13.9852032680232,0.933267505143965,0.135144931786207
2009,20,Banking,0.232176696969469,0.232176696969469,0.0421643057419852,7.29262463360509,NaN,-0.172026408632858,0.0918897268729328,0.95614055832989,7.10540032420908,0.711680697746975,0.568902422202732,1,0.487511708180397,0.335930233239321,0.321196520769334,0.0308685373807218,0.161521068089577,0,0.181604382749617,0.129116508518266,0.020963393062007,0.769648600723877,3.67632246759175,9.40530417129286,0.90389516889291,0.109411513450821
2010,20,Banking,0.391232087744055,0.391232087744055,0.0430369919105876,7.11070766278059,NaN,-0.165587408776053,0.0681859082456292,0.761360042010821,5.76341662865227,1.171113023829,0.257658572224311,1,0,0.390954684057717,0.297657274678511,0.0266576002153585,0.264636676579378,0,0.110003737573648,0.0582231662172902,0.0171727624720852,0.74295634937166,0,10.1659441312733,0.910441966371726,0.160082634814322
2011,20,Banking,0.281027512039554,0.281027512039554,0.0461363949040671,6.10895078556707,NaN,-0.145370957076638,0.0746647697439695,0.851565603669327,5.22732063060336,1.25059658502816,0.371912763729234,1,0.473759536850714,0.357842768008214,0.304726592757618,0.026718247877878,0.200758825793697,0,0.164170385202618,0.0597033213090761,0.0168945584271635,0.783029894967269,4.08706644932819,10.4051859594009,0.912320566324248,0.142676444813938
2012,20,Banking,0.392071231708635,0.392071231708635,0.0521267602041126,5.16138471621792,NaN,-0.194714630982979,0.0763239148011841,0.897422320367505,5.53925970977258,1.34223009127458,0.301916121889192,1,0.44129231858516,0.328253435639323,0.294581959880046,0.0250535872549316,0.252798407463634,0,0.132952269864192,0.0568635104348666,0.0176252848544233,0.70471094202855,3.90388957854389,10.7580750765366,0.914952065411156,0.155156271389695
2013,20,Banking,0.321644496056222,0.321644496056222,0.0544029249428128,29.8867100091947,NaN,-0.146734559239065,0.0642112195421533,0.742474910303336,4.43921290409913,7.23152784039786,0.309466498258329,1,0,0.359208458946356,0.266703268336396,0.023065213218803,0.207490051115493,0,0.169139921900928,0.00887934347475603,0.0059435433992744,0.706162052027984,0,10.5630088108817,0.913517303236713,0.0059435433992744
2014,20,Banking,0.37669789956205,0.37669789956205,0.0776097170827157,24.0990120760617,NaN,-0.155686295233189,0.0594849081395178,0.670754011543404,4.32967862138616,5.50720186635758,0.257605882435416,1,0,0.35916702861831,0.240912725259856,0.0213650177041037,0.230914401399321,0,0.206026413136216,0.0108012943020846,0.00669870990738931,0.672649237923285,0,10.2760367717169,0.911316358730911,0.00669870990738931
