year,QRA,LRA,CRA,RTR,ITR,NWR,ATR,ETR,FAT,LTA,CAT,GPM,EBI,NPM,REQ,ROA,CAS,ICU,CEQ,LTE,STF,STD,ICR,DER,LER,TFD
1992,0.674289545234459,1.70023092107714,0.060411933405341,Inf,1.98831025031312,3.68450307172682,1.16463091705406,2.35722185357222,5.01941958624688,Inf,1.51744268830984,0.209345969785118,0.143820240939505,0.0546913909961672,0.128919742058428,0.0636952848508285,0.767495817816522,0.603412961806811,0.035531604946385,0,0.329099833021302,0.905699202212889,2.37456798951257,1.00877954162626,0.498406987398808,0.329099833021302
1993,1.14635529923419,3.65500614540985,0.0623995461851187,Inf,1.50821587397302,1.87728794245424,0.834700275499541,1.07953475037883,2.4067750182615,Inf,1.36366693396104,0.240885466064722,0.0753063469782617,0.0640957547706666,0.0691935946266945,0.0535007441654264,0.612099813166978,0.686360226596653,0.0170723505522647,0,0.356082654249127,0.769572176949942,9.21113689095128,0.281443256747348,0.217612970645049,0.356082654249127
1994,2.18833017077799,4.10855471220746,0.146189120809614,Inf,2.53707744884094,2.21339369738281,1.18930738533865,1.50881633926869,4.30300632911392,Inf,1.67466564033484,0.291942452656738,0.158071336642765,0.12035760250046,0.181597517207899,0.143142185535451,0.710176023615591,0.467372269796979,0.0355816414894641,0,0.464597931264598,0.844044044044044,4.19134673979281,0.259808935971011,0.204791450281528,0.464597931264598
1995,1.11218408147869,3.38702376461713,0.0491889852885704,Inf,1.30630451364707,1.59244627054362,0.767420607722184,0.987476481655691,2.73430292505562,Inf,1.12228533244237,0.21825940259998,0.0551354569812444,-0.00946710330455493,-0.00934854186265287,-0.00726525017135024,0.6838016906557,0.671633812228533,0.0145227753647399,0,0.340485601355167,0.93555900621118,1.85447263017356,0.277673251803073,0.21579468433478,0.340485601355167
1996,1.15553466769877,2.82903903571823,0.0164768329094327,Inf,1.34582218257508,1.60598548972189,0.752919501133787,1.01240590757504,3.15850178359096,Inf,1.03830668803502,0.233275608929714,0.0602341602981591,0.0278018296126191,0.0281467365412101,0.0209325396825397,0.725141723356009,0.59154516671227,0.00582418011961068,0,0.208282649563198,1,2.46153846153846,0.344659361600762,0.256320861678005,0.208282649563198
1997,1.02728950959146,2.39405249217433,0.0406132113331728,Inf,1.35105851954077,1.68707717995221,0.671879299275429,1.10191034897714,2.20084121976866,Inf,0.982382030005867,0.214831752098833,0.0510204081632653,0.0300662070848406,0.0331302647412756,0.0202008621480327,0.683928735210493,0.570899337859358,0.0169642108792222,0,0.079289071680376,0.732021151586369,3.33705357142857,0.640042117930205,0.390259561588554,0.079289071680376
1998,0.748078920041537,2.29856697819315,0.00681204569055036,Inf,0.962628589798543,1.35981831558072,0.44083579613211,0.680246419713577,1.14711279007016,Inf,0.768224366619683,0.154756304102371,4.70455400828002e-05,4.70455400828002e-05,3.20025602048164e-05,2.07393581168663e-05,0.573837299735573,0.674545520257328,0.00296360547905598,0,0.0506476105404198,0.716837874050916,Inf,0.537402992239379,0.348265671177477,0.0506476105404198
1999,1.14871228137613,2.39871228137613,0.0204209110128772,Inf,1.39969248510475,1.53534867743044,0.483952702702703,0.713369086381919,1.21046502180213,Inf,0.895276631545211,0.185282140779523,0.0161990423770528,0.0113438045375218,0.00809231947902701,0.00548986486486487,0.540562196812197,0.521112936180442,0.00851328071791996,0,0.104245934206539,0.700764335499512,4.58227848101266,0.474031156228053,0.321584805959806,0.104245934206539
2000,1.32784977108714,3.14867696127881,0.0692946380072942,Inf,1.42893671425527,1.55807150595883,0.525103151130098,0.684798653989619,1.2184878696303,Inf,1.06323779480987,0.222817142989593,0.0122383700716223,0.0114039357485571,0.00780939985079602,0.00598824259685252,0.493871788318058,0.578283263917983,0.0220075412179313,0,0.0974947807933194,0.672599164926931,20.3076923076923,0.304122156791162,0.233200666983119,0.0998434237995825
2001,0.863952512291642,1.97727545269217,0.0593596354478954,3.40177147918512,1.58417707884533,2.35634087980858,0.560123674653988,0.751026633814385,1.16262033056851,Inf,1.16462989356218,0.234104046242775,-0.297713898869968,-0.297713898869968,-0.223591067308068,-0.166756603030612,0.480945644406201,0.563059101798223,0.0300209236740759,0,0.396350909403867,0.956910895633714,-Inf,0.340822871445892,0.254189333061094,0.396350909403867
2002,1.30188529784537,2.62523764258555,0.0971166032953105,3.33708204392784,1.97084879683946,2.15494468002145,0.665197243703548,0.823118739993298,1.44020977882016,Inf,1.33408768594792,0.255309524348042,0.0255354759912243,0.0255354759912243,0.0210187288230257,0.0169861282460205,0.498615833659315,0.504088591171057,0.0369934522193054,0,0.711518858307849,0.989884733003999,Inf,0.237424135234762,0.191872536334366,0.711518858307849
2003,1.56638849311351,2.65275798900875,0,3.57721008403361,2.43573569822633,2.18435960591133,0.748997086271695,0.945082855265261,1.86535090794363,Inf,1.36092994705747,0.267050046043111,0.0679746668921839,0.0679746668921839,0.0642416922721702,0.0509128274425348,0.550356826147544,0.409524540269572,0,0,0.6465838930728,1,Inf,0.261780011722288,0.207465900933238,0.6465838930728
2004,1.49078341013825,2.30045213459699,0,3.47868396663577,3.05820446735395,2.50961120583024,0.905024834836283,1.25229373102459,2.89811990889086,Inf,1.41869035245205,0.241294791527907,0.0918609297988544,0.0918609297988544,0.115036866513195,0.0831364228191156,0.637929787336645,0.351960691675328,0,0,0.651856360316494,1,Inf,0.383712007473393,0.277306264165501,0.651856360316494
