year,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
2004,442500,125600,0,21412,62399,252,316648,0,235394,150034,38579,0,24293,61067,207106,245651,187869,57781,32412,26167,7553,15817
2005,456664,153118,0,27581,59125,626,302919,0,257462,169018,43812,0,30861,57583,199202,233531,190452,43079,21146,2321,1612,112
2006,549247,144125,4296,21290,62698,82041,318730,0,332122,161625,49834,110810,116146,54351,217125,261199,189029,72169,47314,35161,10777,20393
2007,587172,135773,5528,9894,68874,1858,355198,0,291118,157949,71866,85963,72165,61003,296054,244976,193208,51768,26539,14421,4739,7926
2008,338780,85124,32041,8264,14940,840,128259,69160,117365,48209,21386,20857,44188,23993,0,196044,125465,46411,32377,25150,6490,18660
2009,478151,109459,3885,15113,50239,69630,170394,74866,222508,115470,48033,55040,83656,22435,255643,198989,138140,60849,41542,35637,12152,23485
2010,482572,97055,15295,4685,26344,802,194033,99950,244905,91499,31086,53317,135685,16791,237667,221914,161354,60560,38106,30523,10721,19802
2011,535177,132700,6972,17289,55931,1053,210477,101556,308400,92567,29233,59093,206778,4390,226778,170168,128936,41232,21132,-4886,-5623,738
