year,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,V38,V39,V40,V37,V47,V48,V49,V50,V51,V57,V71,V72,V73,V79,V85,V86,V91
1,2012,82015,2146,1971,0,0,0,159,63911,20824,20824,7822,339,12664,0,0,0,0,0,0,61191,0,0,0,-8199,-8042,-2298,-5744
2,2013,83036,289,205,0,0,0,120,65531,26549,26549,8159,218,18172,0,0,0,0,0,0,56487,0,0,0,-4172,-5725,-1923,-3802
