year,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
2005,76620,30838,0,0,224,0,6679,13615,12029,12029,12029,0,0,0,64591,1805,0,1805,-45847,-44528,-12676,-29628
2006,868293,17770,9747,713,765,0,58346,385821,417893,53531,51661,0,0,364362,450400,88167,0,88167,-110596,-99010,-11424,-84737
2007,846204,31306,10341,1052,511,0,52956,351239,395072,76493,39021,36571,0,318579,451132,197816,0,197816,42890,34587,7109,26008
2008,692347,22722,3281,554,440,0,48096,302166,298171,80498,45574,30044,103342,114330,394176,221516,0,221516,-1676,-24897,-5398,-18571
2009,797540,48990,44074,644,509,0,49474,293680,260385,83688,39260,5976,74478,102219,537155,267301,0,267301,161698,162398,26967,131236
2010,790809,33708,31062,925,435,0,46398,410647,229898,53780,39430,8354,77269,98850,560911,267119,0,267119,101981,99195,25187,69065
2011,807852,137373,134993,764,0,0,9987,353479,290438,172719,8696,0,0,117719,403710,345174,0,345174,161582,169712,56008,113704
2012,814156,155470,92847,841,0,0,6574,332429,305417,153917,12824,0,0,131865,508739,381671,0,381671,189607,180418,57784,122634
