"year","V2","V3","V5","V7","V10","V19","V26","V27","V34","V35","V38","V39","V40","V37","V47","V48","V49","V50","V51","V57","V71","V72","V73","V79","V85","V86","V91"
"1",2008,73947,19465,4338,10816,2174,60,52761,397,27686,12822,5614,2716,0,205,438,0,14425,0,0,4,187645,146810,40836,11536,11543,3757,6602
"2",2009,82332,18589,8614,7639,1177,0,61560,607,39204,17747,7047,1851,0,1113,1429,0,20028,0,0,2,199089,146971,52118,20437,19987,5745,11168
"3",2010,94547,24141,5146,10484,1513,61,67461,1234,48916,22539,9889,1329,0,3031,1846,0,24531,0,0,1,238791,181642,57149,22809,22684,6464,14201
"4",2011,92044,21835,4064,11669,2220,57,67799,810,48556,19218,10287,7694,0,1237,2503,0,0,0,0,3,295660,240560,55100,17949,17837,5593,12244
"5",2012,152928,30460,6976,14447,5801,59,120194,590,74247,24336,10397,11445,0,2494,6154,0,0,0,14551,5,303275,239840,63435,15086,15145,4640,10505
"6",2013,169587,56607,12375,15743,5100,0,110102,736,88893,48254,12272,13977,0,18299,2067,0,17545,0,21028,6,331717,260567,71150,19940,19184,6026,13158
