year,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,V38,V39,V40,V37,V47,V48,V49,V50,V51,V57,V71,V72,V73,V79,V85,V86,V91
1,2010,162923,60381,6256,20251,27634,139,95037,17,72346,49665,24686,2457,271,14864,10698,0,5698,0,6284,87398,175806,115645,60161,34095,32669,10517,22153
2,2011,203428,88083,7419,22446,34629,4287,103647,61,102193,82521,28314,4586,17304,26531,8615,0,3027,0,8030,101235,215708,146713,68995,41082,40479,12141,28338
3,2012,190228,81856,5726,25950,40602,821,98094,29,82465,71100,32818,4910,4007,19299,5260,0,0,0,6105,107763,255234,170859,84375,44152,43414,12453,30961
4,2013,251076,97437,11704,29630,43791,1314,144165,15,131807,77549,31250,0,2018,31859,44497,0,0,0,9760,119270,275519,190039,85480,48296,42637,13145,29492
