"year","V2","V3","V5","V7","V10","V19","V26","V27","V34","V35","V38","V39","V40","V37","V47","V48","V49","V50","V51","V57","V71","V72","V73","V79","V85","V86","V91"
"1",2005,169172,23821,1,2629,0,6,142389,2956,79893,9226,2600,860,0,1,60135,0,0,10523,0,8,33794,0,33794,13519,8116,2513,5603
"2",2006,186588,19060,9,3969,0,6,5691,2544,108603,10094,1689,698,0,2,0,0,0,22853,15859,5,40664,0,40664,21287,17350,4013,13337
"3",2007,210228,34839,5,4674,0,6,20952,2252,125551,9678,886,4562,563,4,98908,0,0,0,15470,7,45739,0,45739,24987,21296,6593,14703
"4",2008,200533,27669,4,4331,0,5,821,1757,116081,10911,1375,5738,92,5,89521,0,0,0,13164,6,52329,18349,33980,29363,23145,7078,16067
"5",2009,214375,21064,3,5148,0,6,1004,1603,116073,13101,1630,5478,2028,6,86912,0,0,0,14700,9,60447,22305,38142,33140,29593,9115,20478
"6",2010,224504,26627,8,5304,0,5973,798,1169,119013,23663,2754,8158,1795,7,78268,0,0,0,15170,1,60680,22573,38107,34294,29462,8924,20538
"7",2011,409813,91432,7,6136,0,0,1107,155,206724,86217,4834,6673,54288,3,69146,0,0,0,49371,2,63955,18258,45697,41012,37104,10899,26205
"8",2012,700575,246170,6,8241,0,0,1578,843,314708,20688,2060,5976,11209,2,221248,0,0,0,70164,3,75979,22058,53921,48152,93110,27632,65477
"9",2013,1035554,249568,2,9055,0,0,1941,175,529300,23192,10643,7854,2371,2,410479,0,1623,0,87971,4,77130,26362,50767,45262,74243,23111,51131
