year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
1996,Manufacturing,421950,32355,826,0,0,0,170,0,117514,114908,12634,85912,0,0,304436,5934,0,5934,5934,10450,821,9628
1997,Manufacturing,485808,35193,1820,0,0,0,176,0,50786,49094,4900,32619,0,0,435022,9979,0,9979,3382,9704,165,9538
1998,Manufacturing,589017,62697,20453,0,0,0,946,0,113151,113151,4752,58583,0,0,475865,64934,0,64934,58227,43641,0,43641
1999,Manufacturing,663221,145787,36304,0,0,0,1198,0,84554,33984,2240,3718,49795,0,578668,9444,0,9444,9444,22161,1842,20319
2000,Manufacturing,674745,124994,11456,0,0,0,1199,0,91302,42575,35382,7194,47955,772,583443,7943,0,7943,-4174,13508,3020,10488
2001,Manufacturing,538500,165881,12449,0,0,0,1085,0,169757,89093,30047,59047,0,0,368743,4960,0,4960,-4424,2090,0,2090
2002,Manufacturing,508292,78306,3530,0,0,0,982,0,224583,185963,122925,63038,38620,0,283709,4261,0,4261,-4600,-41997,0,-41997
2003,Manufacturing,504806,113015,0,0,0,390918,872,0,236951,105123,102188,0,131828,0,267855,4824,0,4824,-2069,10262,0,10262
2004,Manufacturing,460246,97752,0,0,0,361713,781,0,196728,77900,62117,0,118829,0,263517,6900,0,6900,-97,22369,0,22369
2005,Manufacturing,451586,53319,0,0,0,368251,4213,0,156206,82862,66118,0,73344,0,295380,11268,0,11268,1867,40382,0,40382
2006,Manufacturing,527003,69600,37179,0,0,410763,46640,0,112437,51759,28057,23702,55453,4813,414566,31182,21807,9375,8637,127382,0,127382
2007,Manufacturing,604610,49742,26088,0,0,497837,49334,0,90644,37986,18426,19560,47957,4526,513966,33171,20894,12277,11728,149365,0,149365
2008,Manufacturing,724576,87802,15813,0,0,584841,45005,1789,126750,89700,68786,20914,32801,4249,597826,32681,23218,9464,15102,151193,-3941,155134
2009,Manufacturing,890325,85479,31900,0,0,730972,45256,1762,143330,126737,105371,21366,16367,226,746995,37234,28258,8976,5207,150866,0,150866
2010,Manufacturing,1018021,196174,85475,0,0,752139,43416,1731,38769,33983,33365,618,4785,0,0,38367,32738,5628,66399,290346,0,290346
2011,Manufacturing,993837,261135,68728,0,0,0,14183,1245,104561,100585,100059,526,3976,0,889276,39624,37775,1849,-2398,118808,4705,114103
2012,Manufacturing,1296692,378713,48144,0,0,823745,1419,815,191249,182521,23369,159152,3518,5211,1105443,44595,45061,-466,3323,261698,4032,257666
2013,Manufacturing,2353584,1349664,484458,0,0,0,2091,2007,42909,36399,35805,594,2870,3640,2310676,51130,55064,-3934,-11637,122720,2069,120651
2014,Manufacturing,2875079,638700,184238,14926,0,92855,2446,5213,56672,42975,42345,630,2332,11365,2818407,82238,87517,-5279,-22364,300258,14708,285550
