year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
2010,Manufacturing,85623,0,0,0,0,0,2295,0,7818,0,0,0,0,0,77805,0,0,0,0,0,-5187,-14759
2011,Manufacturing,129360,0,0,0,0,0,2617,0,31936,0,0,10235,0,0,97424,0,0,0,0,0,-1332,-8461
2012,Manufacturing,166060,0,0,0,0,0,3425,0,69348,0,0,44506,0,0,96712,0,0,0,0,0,601,-3302
2013,Manufacturing,398461,0,0,0,0,0,10231,0,237391,0,0,0,0,0,161070,0,0,0,0,0,-11563,-34049
2014,Manufacturing,649660,0,0,0,0,0,10638,0,491017,0,0,0,0,0,158643,0,0,0,0,0,3851,-1694
