year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
2000,Insurance,618064,168952,52707,0,NA,439542,6499,0,533621,33035,0,0,0,0,84443,153150,NA,25235,484,-5671,82,-6832
2001,Insurance,878637,218872,83280,0,NA,651729,4947,0,751842,36232,0,0,0,0,126795,160844,NA,35576,14335,17839,0,18532
2002,Insurance,1121730,248939,48631,0,NA,865121,4540,0,978861,42186,0,0,0,0,142869,177727,NA,24790,24187,21598,67,25756
2003,Insurance,1469380,242110,90930,0,NA,1219157,4308,0,1299266,51418,0,0,0,0,170114,184357,NA,29096,25237,21872,0,27262
2004,Insurance,1733807,242726,102792,0,NA,1481334,6445,0,1543045,54807,0,0,0,0,190762,160371,NA,9174,34768,27434,0,30190
2005,Insurance,2054341,192353,110152,0,NA,1851291,6643,0,1818400,52961,0,0,0,0,235941,192181,NA,21217,46957,46955,762,63858
2006,Insurance,2210121,209106,78781,0,NA,1987275,9043,0,1962112,67440,0,0,0,0,248010,272357,NA,54882,54297,54469,8086,45622
2007,Insurance,2267558,240674,74617,0,NA,2013663,8034,0,1979237,109549,0,0,0,0,288321,329588,NA,97326,70823,70795,10752,72606
2008,Insurance,2401613,211209,52470,0,NA,2140958,43217,0,2126510,111304,0,0,0,0,275103,374287,NA,93465,59814,39082,612,53203
2009,Insurance,2701439,264491,67797,0,NA,2382140,9026,0,2322039,106098,0,0,0,0,379400,432624,NA,144528,103206,89906,3339,85952
2010,Insurance,3094510,346323,116012,0,NA,0,8335,7857,2611617,137441,0,0,0,0,482893,474933,NA,149724,0,0,8217,86915
2011,Insurance,3326674,392002,145934,0,NA,0,7782,6582,2818745,369772,0,0,0,0,507929,554530,NA,203648,0,0,3677,117187
2012,Insurance,3847514,513431,92791,0,NA,0,20731,7027,3288681,450838,0,0,0,0,558833,654497,NA,191062,0,0,0,102569
2013,Insurance,4485277,673578,103598,0,NA,0,18068,10003,3925057,535760,0,35945,0,0,560220,780426,NA,299226,0,0,0,168979
2014,Insurance,5139242,891719,270951,0,NA,0,17138,12127,4441782,480937,0,2120,0,0,697460,652114,NA,296166,0,0,0,148000
