year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
1992,Manufacturing,74136,41661,2019,0,33489,0,32440,0,0,23801,10097,11390,0,0,37573,93496,72174,21322,4558,784,315,325
1993,Manufacturing,83917,52288,465,0,37532,0,31599,0,40920,30835,18017,9111,0,0,42997,106100,74775,31326,11481,10903,2990,6791
1994,Manufacturing,85798,57146,3598,0,37555,0,28055,0,33230,25244,8815,3627,0,0,51998,119925,76540,43385,17625,18819,4189,13065
1995,Manufacturing,86171,61875,3264,0,41487,0,24026,0,35357,29130,9043,13260,0,0,50814,125247,91002,34245,20480,19117,5701,11282
1996,Manufacturing,101735,53360,874,0,38294,0,48109,0,52594,21808,5245,10172,0,0,49142,107808,81601,26207,12153,9860,2394,6578
1997,Manufacturing,106677,60545,3619,18297,36290,0,45407,0,45713,18095,8651,0,0,0,60963,120093,80359,39733,28321,24416,6021,16150
1998,Manufacturing,226754,66437,6799,0,40053,0,160020,0,53938,46600,13216,0,0,0,170881,115053,80635,34418,20505,17682,5657,10610
1999,Manufacturing,251226,63697,680,0,44513,0,187247,0,73098,51906,8564,20627,18416,0,178128,112419,77817,34602,20181,15963,6585,7260
2000,Manufacturing,273115,78946,2646,0,51792,0,182377,0,123711,62815,10214,28962,20769,40127,149404,115130,80354,34776,21246,17175,6878,8506
2001,Manufacturing,262222,68570,1893,16297,45544,0,183667,0,112466,46646,13821,22549,27070,0,149756,105810,76313,29497,14183,7736,4070,3090
2002,Manufacturing,261462,71679,2805,24856,38167,0,179800,0,104500,53645,16408,30006,19822,0,156962,104790,77849,26941,10724,5154,3567,1148
2003,Manufacturing,262740,78377,0,19779,46867,9977,174387,0,111838,60605,22230,0,19191,32042,150903,88155,69480,18675,302,-4413,1977,-6869
2004,Manufacturing,255864,79042,0,32165,42144,9816,167005,0,96375,58301,24071,0,8324,29750,159489,116681,88370,28311,14137,12774,4749,6035
2005,Manufacturing,249980,79724,0,33861,37216,9476,160780,0,92166,61139,16559,0,4760,26267,157814,111213,88248,22965,10095,7989,2740,4234
2006,Manufacturing,234816,78197,1189,36027,37067,1823,151147,344,88444,53052,19317,21535,0,35392,146372,103456,78741,24715,10895,8996,3370,4378
2007,Manufacturing,220822,84742,1769,40531,37004,1721,134035,325,80817,50380,21747,27425,0,30438,140005,109186,90379,18807,6127,5631,2412,2326
2008,Manufacturing,202438,79887,2529,31478,37649,1583,120669,299,74010,48028,13915,33701,1776,24207,128428,92242,75242,17000,3681,827,309,405
2009,Manufacturing,189273,67220,2686,23229,32577,519,121220,315,55754,31541,7786,23620,897,23317,133519,69977,57652,12325,-1128,-2289,-682,-1354
2010,Manufacturing,182301,70903,1110,22506,40393,379,110838,181,53080,31340,15790,15131,316,21423,0,75986,61442,14545,2184,2220,657,1320
2011,Manufacturing,179324,75488,488,22033,45850,0,103612,224,52370,34463,14671,18982,1991,15917,126954,85392,68891,16501,3335,3254,1079,2175
2012,Manufacturing,225721,86508,899,23995,53489,0,139032,181,70515,41897,14212,27362,1720,26899,155205,93599,79287,14312,414,587,393,193
2013,Manufacturing,211916,78889,949,16318,54081,0,132819,138,66217,38510,14594,23915,1933,25775,145699,81946,70295,11651,-9928,-12692,-371,-12320
