year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
2012,Banking,260076,28579,2240,1376,0,0,8124,1294,211506,2272,3660,116956,88612,88612,48569,64188,0,64188,1330,4632,1498,3134
2013,Banking,344597,70677,4095,2137,0,0,9516,1566,289412,18753,4429,0,0,0,55185,71810,0,71810,4545,0,1467,3107
2014,Banking,388418,90482,6724,2055,0,0,12503,1468,330081,49575,5651,0,0,0,58338,84921,0,84921,5872,0,1797,4209
