year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
1992,Manufacturing,309015,38477,149,0,29712,0,102994,9952,109369,90557,12336,38881,0,0,199646,84813,111117,-26305,-48559,-27030,0,-65778
1993,Manufacturing,340870,70960,1317,0,37967,0,92235,12179,111622,65948,2994,21224,0,0,229248,91470,104177,-12707,-39570,-20890,0,-20890
1994,Manufacturing,398242,100812,730,0,54720,0,89191,0,165070,116706,23070,59763,0,0,233171,124805,119015,5790,-32829,7049,2872,4177
1995,Manufacturing,431942,116837,547,31471,50129,0,89747,47729,157070,90270,847,26261,0,0,274872,232368,208138,24229,-26951,60361,3133,57229
1996,Manufacturing,1112358,704887,444680,0,62286,0,210811,0,103036,103036,33879,3954,0,0,1009323,336968,182371,154597,-2165,131604,16942,109612
1997,Manufacturing,1242650,723578,347046,0,65950,0,228336,0,110408,110408,27255,6224,0,0,1132242,271180,232596,38585,-51247,168902,0,168902
1998,Manufacturing,1418845,553484,215450,0,69646,0,242025,104029,62842,62842,36607,731,0,0,1356003,260587,159397,101189,6905,163129,0,163129
1999,Manufacturing,1602579,311578,72395,0,77168,0,265674,151764,69180,69180,43338,443,0,0,1533399,321552,272269,49283,-70195,228320,0,228320
2000,Manufacturing,2019257,478202,18633,0,76086,0,220693,40738,183882,183882,138273,45610,0,0,1835375,393731,298071,95660,-9443,345452,0,345452
2001,Manufacturing,2278165,485669,104191,59446,63377,0,195221,45718,181784,181784,95047,86737,0,0,2096382,477335,268639,208697,27710,307032,0,307032
2002,Manufacturing,2657333,318205,113445,55342,67079,0,213464,64670,100898,100898,100780,119,0,0,2556435,583751,395666,188085,40303,536300,0,536300
2003,Manufacturing,3814779,2742943,0,71401,71202,2241511,245624,98479,1628321,331765,143603,0,276079,0,765189,669157,453078,216079,-14118,-146489,-293422,227582
2004,Manufacturing,4255735,660413,0,81783,60981,2791556,255535,125230,1480748,347382,165059,0,68468,0,2774987,882056,573662,308394,134235,918135,40638,865718
2005,Manufacturing,4951236,641036,0,46178,85586,3492429,295560,143822,1424062,399716,195390,0,63286,0,3527175,941941,600289,341652,126639,1143336,-10384,1156730
2006,Manufacturing,6043565,1220491,425513,89725,93220,3722305,463014,198721,1364906,458486,212146,0,0,0,4678659,1344687,688037,656650,371946,1663720,5692,1656425
2007,Manufacturing,6001961,979832,645683,180787,83390,3719206,537347,286353,1111042,376368,172071,64827,194482,0,4890919,1629515,739788,889727,-167586,890190,-74021,949973
2008,Manufacturing,6550345,1501404,1123411,146648,118222,3472172,523048,277278,1517709,584188,188885,315992,736307,0,5032636,1810979,1003520,807459,-934359,213617,-243982,503667
2009,Manufacturing,7966918,2052945,1642668,251024,97387,4373321,543951,238404,1339407,614000,213162,248552,470890,35933,6627510,1923028,1076754,846274,414627,2022746,92157,1905691
2010,Manufacturing,7722273,1860880,1198901,263951,132284,4553604,495415,182514,648446,381132,232608,0,0,44198,0,2192958,1160557,1032402,722709,2013909,167226,1798213
2011,Manufacturing,9233324,1763541,854265,386592,214670,11783,643911,147946,708890,529675,342103,19995,0,27387,8524435,3205098,1780966,1424132,1069358,2641584,320899,2320684
2012,Manufacturing,7671346,1324880,364848,450503,236195,5211750,816928,0,586992,459331,317395,11116,0,0,7084354,3093205,2151497,941708,688445,919847,209969,709879
2013,Manufacturing,8015811,868244,101944,237364,305534,0,957849,0,629077,453280,296765,0,0,0,7386733,2752438,2457482,294956,96972,205230,100649,104581
