year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
2002,Banking,655415,334,0,0,NA,0,15989,0,291177,0,0,74594,38050,0,364238,72759,NA,NA,19892,14328,0,16835
2003,Banking,719157,635,0,14139,NA,0,0,0,266768,0,56061,46833,0,0,452389,141518,NA,NA,67304,58726,0,58265
2004,Banking,913847,2780,0,25967,NA,0,0,7181,268672,0,29414,26969,0,0,645175,149977,NA,NA,129238,131322,0,129532
2005,Banking,1110077,4806,0,26468,NA,17338,0,0,298109,0,27964,10693,0,0,811968,205868,NA,NA,181544,181544,0,181540
2006,Banking,1305773,420,0,86108,NA,12282,0,0,260068,0,84176,0,0,0,1045705,314513,NA,NA,295450,291391,0,291391
2007,Banking,1938023,10985,0,84425,NA,75233,80,0,204716,0,23776,31764,0,0,1733307,423112,NA,NA,366147,667690,0,667690
2008,Banking,1925285,9530,0,83429,NA,48426,72,0,188787,0,51774,23741,0,0,1736498,269081,NA,NA,247593,253946,0,253946
2009,Banking,2797684,217447,0,98742,NA,105202,353,0,600550,0,62772,0,0,0,2197133,537927,NA,NA,513743,511164,0,511164
2010,Banking,3490171,129280,0,128634,NA,133283,0,0,846222,0,52535,0,0,0,2643949,505774,NA,NA,449796,452475,0,452475
2011,Banking,3880057,39344,0,31113,NA,289352,0,0,951358,0,154502,0,0,0,2928698,564717,NA,NA,482295,481517,0,481517
2012,Banking,5180218,104199,0,2202,NA,98851,0,0,998833,0,223559,46398,0,0,4181385,633706,NA,NA,543376,535040,0,535040
2013,Banking,5522226,7686,1,10918,NA,138050,0,0,1007564,0,292707,0,0,0,4514662,547492,NA,NA,403314,0,0,399259
