year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
2000,Manufacturing,146107,15584,1671,6129,4292,0,130509,0,57017,16350,4846,314,40667,0,89090,54798,20029,34769,8271,4590,0,4590
2001,Manufacturing,140976,13173,2046,6217,3477,0,125874,0,53077,13700,3759,233,0,0,87899,47494,17810,29685,3640,-853,0,-853
2002,Manufacturing,130000,14340,2897,6123,3247,0,113942,0,42485,17960,2809,109,24525,0,87515,43322,15171,28151,-228,-261,0,-261
2003,Manufacturing,121933,14833,0,7925,3105,339,104339,0,27807,5469,2170,0,22339,0,94126,46359,15912,30447,5880,6715,0,6715
2004,Manufacturing,122124,24079,0,8171,3357,339,95472,0,22426,11941,7679,0,10485,0,99698,55052,18248,36804,12805,12658,3392,7912
2005,Manufacturing,140030,27352,0,8094,3949,22663,86752,0,36028,14449,8400,0,21579,0,104002,57810,27283,30527,15708,13686,3681,8539
2006,Manufacturing,159854,20021,7181,7347,4664,34257,105457,0,48215,35377,4794,30345,0,12838,111639,61247,20061,41186,15144,13703,3873,9151
2007,Manufacturing,278077,85637,49856,6288,4447,4810,158283,19408,67402,60517,53008,4475,6885,0,210675,63500,19362,44139,20456,18491,5062,12541
2008,Manufacturing,415397,75398,21614,7439,4639,15134,307250,17615,123681,42297,33040,2656,53778,27606,291716,60367,21428,38939,19391,15246,6245,7905
2009,Manufacturing,915510,140321,101136,5112,2029,19034,692975,0,405943,86453,81770,2574,290842,28649,509567,51045,31179,19866,-1526,12200,4762,6603
2010,Manufacturing,1009212,67566,10801,5094,3266,18241,848763,0,376768,79983,78778,1196,277157,19628,0,63656,63749,-93,-30885,-34270,-8256,-24568
2011,Manufacturing,1124539,142142,92260,7885,3056,0,931619,2681,291301,29201,29201,0,210123,51977,833238,119018,95111,23907,-18641,-26901,-8875,-18026
2012,Manufacturing,1096273,122563,58594,8130,2782,0,953365,2539,260318,39191,15998,7951,192856,28214,835955,169317,117208,52109,3541,-12710,-4774,-7936
2013,Manufacturing,1018837,83251,24413,9064,2981,0,917747,2399,205492,39611,13754,13003,138101,27779,813345,183077,116804,66273,16419,-9741,0,-9741
