year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
2007,Manufacturing,264115,222666,14,152,0,41448,0,1,47257,47257,47257,0,0,0,216857,55093,50248,4845,-13900,78874,0,78874
2008,Manufacturing,79202,49079,33,5,0,30123,0,0,9326,9326,9326,0,0,0,69876,76751,81402,-4651,-9552,-126510,0,-126510
2009,Manufacturing,103358,73210,1852,250,0,30149,0,0,11990,11990,11989,0,0,0,91368,47106,34535,12571,10896,25619,0,25619
2010,Manufacturing,149465,126699,304,0,0,22765,0,0,3964,3964,3964,0,0,0,0,19343,19286,57,-2202,35175,0,35175
2011,Manufacturing,277413,123608,1018,0,0,146643,1,7162,51616,43827,2181,41647,0,0,225797,39470,34022,5448,8181,19372,-558,19929
2012,Manufacturing,324875,87155,158,0,0,230370,4,3,78276,74645,4357,70027,0,3631,246599,65160,65355,-195,-1790,1883,-4360,6243
2013,Manufacturing,334381,91452,1447,3,0,0,6,3,85910,80886,5583,75303,0,5023,248472,37774,30665,7109,14626,14907,382,14524
