year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
1992,Manufacturing,104945,46133,871,0,24012,0,58651,0,69878,61003,7041,46897,0,0,35067,122419,94455,27964,6443,-15378,1493,-16870
1993,Manufacturing,115088,57467,1339,22310,29671,0,57621,0,74933,59924,59924,0,0,0,40156,139112,106289,32823,19158,6558,1522,5036
1994,Manufacturing,116391,63391,1724,0,35020,0,52974,0,67736,59043,4015,44424,0,0,48655,147162,113387,33775,8240,-4007,2309,-6316
1995,Manufacturing,162132,73399,1214,19071,44895,0,88733,0,84092,78296,17139,60579,0,0,78041,139865,113015,26850,2471,-777,2576,-3354
1996,Manufacturing,165606,80589,746,21939,51555,0,85017,0,93677,87767,11256,76357,0,0,71929,116398,92773,23625,2066,-3468,2605,-6072
1997,Manufacturing,144907,66935,1669,20543,28624,0,77972,0,81729,76810,14284,61554,0,0,63178,127752,108202,19549,882,-8718,0,-8718
1998,Manufacturing,144484,73500,1093,23591,34174,0,70984,0,74705,70564,4630,46795,0,0,69779,137874,106684,31189,12303,6082,0,6082
1999,Manufacturing,125964,58267,189,0,24841,0,65844,0,55829,55829,4092,40133,0,0,70136,94598,70996,23601,4304,349,0,349
2000,Manufacturing,118892,55782,1251,0,19440,0,61857,0,55679,53379,2511,39714,2273,27,63213,67626,53483,14143,-4150,-6906,0,-6906
2001,Manufacturing,118984,60645,7508,34842,14584,0,57675,0,63885,59346,20109,37473,0,0,55100,62373,51368,11005,-15,-3982,0,-3982
2002,Manufacturing,111742,48376,879,27175,17356,0,55919,0,54303,28497,15126,13371,22160,0,57439,71579,56762,14817,4569,1479,0,1479
2003,Manufacturing,104671,44130,0,23959,16052,0,53617,0,53263,33186,17189,0,16779,0,51408,67110,60072,7038,-3203,-6212,0,-6212
2004,Manufacturing,81478,27177,0,12501,11806,0,50271,0,38285,21690,14341,0,13354,3241,43193,40207,37310,2897,-4391,-7997,0,-7997
2005,Manufacturing,79372,31308,0,14841,12790,0,46134,0,40224,8503,5942,0,28592,3129,39148,50857,44089,6768,339,-2423,0,-2423
2006,Manufacturing,80689,33789,468,11860,17384,0,43766,0,39537,16280,9567,4181,20791,2465,41152,69380,60503,8877,1009,-29,-173,208
2007,Manufacturing,76548,34418,257,12461,16368,0,42130,0,31339,15153,7130,3348,0,16186,45209,84880,67333,17547,7789,7153,946,5857
2008,Manufacturing,79011,36836,1583,8589,21590,0,42175,0,35665,21853,11264,9860,12150,1662,43346,91179,74991,16188,4682,2154,260,1798
2009,Manufacturing,231025,62072,9515,17686,33906,0,168952,0,51881,33251,22475,10777,17059,1570,179144,106890,76455,30436,15825,13818,2006,11069
2010,Manufacturing,255113,84891,8040,28233,44581,0,170128,0,90630,60968,28112,32857,18566,11096,0,123467,94641,28827,8540,6685,1448,4700
2011,Manufacturing,338016,125132,2445,36499,67650,0,212727,0,161559,93304,31336,61969,15134,53121,176457,149685,124322,25364,26239,23094,0,16048
2012,Manufacturing,361169,95653,810,38496,52361,0,265239,0,161908,81207,36293,43355,12443,68257,199262,147935,119211,28723,5555,1171,140,1031
2013,Manufacturing,484620,99396,2763,51167,42193,0,384916,0,200060,194903,27131,61400,5157,0,284560,141468,111078,30389,10879,853,257,596
2014,Manufacturing,470687,93220,2758,23411,40624,0,377412,0,182248,87502,33207,51487,1643,93103,288439,126680,97209,29471,7393,-1863,362,-2225
