year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
1992,Manufacturing,60362,20013,513,0,10627,0,40348,0,18551,16769,5483,1336,0,0,41811,60258,56180,4078,-2174,-10701,0,-10693
1993,Manufacturing,61862,29930,601,0,20511,0,31932,0,19852,18187,3092,856,0,0,42010,66310,57947,8364,2002,714,366,546
1994,Manufacturing,67916,27185,2798,0,11469,0,40731,0,24983,12083,1950,2601,0,0,42933,67171,58941,8231,1577,2639,1117,1521
1995,Manufacturing,71166,36949,778,1714,21793,0,34192,0,22435,13251,8886,783,0,0,48495,81574,62368,19206,9468,8366,1271,7095
1996,Manufacturing,66339,35709,961,0,20211,0,27524,0,21977,16940,2141,7183,0,0,44361,70027,59999,10028,1716,-2650,1373,-4109
1997,Manufacturing,61888,37098,2704,0,16559,0,22411,0,12850,12387,3485,4836,0,0,49037,77777,56420,21357,10801,9537,1581,6969
1998,Manufacturing,63724,26250,629,0,16424,0,28267,0,14166,10117,2970,2921,0,0,49558,69955,49876,20079,3217,4944,1368,3069
1999,Manufacturing,76284,40538,2926,0,15696,0,24862,0,21293,19266,4938,2033,0,0,54991,66989,48546,18443,10813,10850,2979,6767
2000,Manufacturing,79371,43599,9552,0,18771,0,25046,0,17720,17720,4469,5,0,0,61651,79167,60080,19087,12052,12936,3560,8057
2001,Manufacturing,88906,38242,1109,14086,19946,0,31812,0,25395,24967,20438,4359,428,0,63511,75679,56986,18694,11180,13023,3716,7931
2002,Manufacturing,80886,38726,1117,13253,20323,0,30776,0,19681,19424,15848,3404,257,0,61204,73186,56054,17132,9078,7783,2027,4922
2003,Manufacturing,78733,33866,0,10448,18408,8291,32764,0,20197,20114,15306,0,83,0,58536,84257,67557,16700,7778,7520,2175,4450
2004,Manufacturing,86957,42168,0,7258,29796,8292,33302,0,28150,28150,15215,0,0,0,58807,92008,76619,15389,6368,8038,2482,4636
2005,Manufacturing,82611,41647,0,9255,22219,8005,30259,0,27866,27866,22121,0,0,0,54744,95483,78706,16777,8749,9888,2975,5812
2006,Manufacturing,76726,33331,572,8356,21556,10183,32512,0,23484,23484,6413,15960,0,0,53242,93414,79186,14228,6682,16922,2322,13741
2007,Manufacturing,72193,34069,4659,8334,18453,9970,27708,0,14972,14972,12903,0,0,0,57221,95623,78430,17193,12154,15574,3156,11248
2008,Manufacturing,62688,28427,728,5644,18747,7507,24530,639,16133,16133,14947,0,0,0,46555,82009,69458,12552,7870,11040,2095,8168
2009,Manufacturing,69130,36228,4870,16049,13097,7870,22931,673,19705,19705,13307,5877,0,0,49424,70331,61749,8581,3702,8335,1182,6716
2010,Manufacturing,76008,34001,2698,12924,16702,16679,23107,408,21047,21047,13884,5930,0,0,0,75540,63413,12127,5229,19469,1636,17131
2011,Manufacturing,83860,38510,1994,11348,21824,15460,27312,697,30689,30689,4665,24920,0,0,53171,79631,69657,9974,4444,6371,1488,4883
2012,Manufacturing,179751,39385,791,13321,21429,0,101178,1461,61915,26550,15460,11090,7532,27833,117837,73004,68635,4368,-922,-440,-317,-122
