year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
1996,Banking,466837,67460,0,0,NA,3501,42197,0,397913,325274,0,0,0,0,68924,78354,NA,NA,46468,6434,3710,2725
1997,Banking,1258666,259523,0,0,NA,71085,38124,0,1165652,579497,0,0,0,0,93014,129475,NA,NA,63711,13568,2845,9593
1998,Banking,1261319,170016,0,0,NA,15972,41950,0,1163620,591989,0,0,0,0,97699,181156,NA,NA,5027,5027,1969,4516
1999,Banking,1413038,134324,0,0,NA,3283,40971,0,1287612,719192,0,0,0,0,125426,226883,NA,NA,202,202,1242,4085
2000,Banking,2247338,291653,54393,93403,NA,410603,127561,0,1937540,1389792,8446,151525,150088,0,309798,123974,NA,NA,-21511,-18751,0,-17978
2001,Banking,2332411,385928,62853,67751,NA,326367,104399,0,2028738,1460296,10810,86059,113191,0,303674,201133,NA,NA,-4678,-967,2176,7281
2002,Banking,2135517,256998,52180,53803,NA,232314,97139,8927,1821754,1419298,24200,127635,141662,0,313762,206729,NA,NA,-4281,7744,2270,11092
2003,Banking,2286713,393142,48348,64805,NA,232503,92458,7198,1958113,1249203,22128,257034,179599,0,328599,218120,NA,NA,3447,3421,-4234,19841
2004,Banking,2633277,441944,116450,57719,NA,415924,87862,3977,2299561,1546442,23132,322546,280114,0,333716,247361,NA,NA,34048,70328,15650,34032
2005,Banking,2764066,369553,57318,43144,NA,403927,84420,0,2441555,1593010,22152,301557,297260,297259,322511,283047,NA,NA,14939,38274,12514,23577
2006,Banking,2595543,354373,41196,27472,NA,292377,63615,0,2273224,1505229,21125,208468,319979,319980,322319,312750,NA,NA,11734,36425,12052,22226
2007,Banking,2795055,368944,88213,9678,NA,186727,64090,0,2483718,1654507,14055,235320,454122,454121,311337,327934,NA,NA,42313,55536,18547,33736
2008,Banking,3136347,424512,87091,23629,NA,169845,77056,0,2782147,2140494,16160,99045,426370,426370,354201,381258,NA,NA,14304,31910,10277,19735
2009,Banking,3675837,649049,135421,9910,NA,234346,78215,10472,3308718,2604807,15713,127462,425646,425647,367118,406266,NA,NA,21451,0,17740,35088
2010,Banking,4509241,743529,174792,9144,NA,416250,78856,10472,4129159,2973674,19801,151936,718723,718723,380082,458500,NA,NA,20636,44290,10397,33892
2011,Banking,5463671,967904,282000,33606,NA,346191,78706,10218,5019359,3581268,19506,261578,899352,899351,444312,554253,NA,NA,31083,63265,18425,44839
2012,Banking,6644340,1227462,263257,37328,NA,0,115425,27162,6167895,4056521,31762,0,0,0,476445,649541,NA,NA,77031,0,25553,56859
2013,Banking,7143349,1396653,287790,35463,NA,0,116464,25879,6554483,4164043,31111,0,0,0,588866,690667,NA,NA,90263,0,33347,63805
