year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
2000,Manufacturing,697003,279050,5051,0,84946,0,329990,64397,494394,369964,192140,141485,56397,68033,202609,401762,319249,82513,50636,24244,0,24244
2001,Manufacturing,463006,211734,11953,100381,78032,0,206381,38089,260447,197235,86403,80484,51604,8353,202559,449768,342480,107287,73872,23803,3105,19799
2002,Manufacturing,432293,225196,2432,119953,99859,0,173538,25680,223704,153387,80455,59487,30930,35948,208589,439543,343136,96407,61515,33313,11472,18147
2003,Manufacturing,502303,247453,0,123808,111923,0,173350,69610,263647,176302,85492,0,39101,48244,238656,502213,378515,123698,81010,64728,20295,38226
2004,Manufacturing,592936,294891,0,167146,108770,0,175965,92145,298436,224781,143745,0,39583,34071,294500,657494,445513,211981,159877,136671,36422,89691
2005,Manufacturing,882380,509448,0,195657,154577,0,208511,155353,393585,299898,275825,0,43399,50289,488795,1024552,519172,505380,451176,421831,107595,283049
2006,Manufacturing,953836,486825,165274,82826,134183,0,247798,176923,444754,342246,180491,13331,2014,77414,509082,1172989,608184,564805,491620,436886,120843,281016
2007,Manufacturing,282360,122946,54509,19578,41782,0,77133,69867,117206,83218,63982,595,0,26875,165154,372074,168634,203440,166446,161134,42770,105967
2008,Manufacturing,1097627,505636,178638,130757,173909,0,354688,217582,458993,354745,255864,0,0,81258,638634,1432518,613506,819012,674185,683264,188122,440615
2009,Manufacturing,1267036,411394,35858,114216,154037,0,510821,322650,889863,741918,726709,0,0,119901,377172,1002963,549928,453035,279585,269679,78366,168599
2010,Manufacturing,2479267,1466306,737201,394129,231126,0,577887,413557,1395804,1214183,858511,0,0,120382,0,2084282,541748,1542534,1330679,1342689,370705,870163
2011,Manufacturing,3852877,2453285,2074849,140537,212281,1374,962187,403418,1242634,946086,759359,0,1350,238463,2610243,3070120,847472,2222647,1973727,1943733,714089,1229644
2012,Manufacturing,3892901,2418375,2044435,54723,243187,1410,1079356,374340,2753363,1769406,1768165,20,630350,233665,1139538,2002211,881462,1120749,919531,942106,292903,649203
2013,Manufacturing,5263217,3485661,2628244,215697,221634,1388,1282641,469275,3886545,2833199,2460670,954,678773,267006,1376672,2390575,944132,1446443,1223105,1219545,384301,835244
