year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
1992,Manufacturing,65864,22704,2640,0,14837,0,42991,0,58130,26435,2804,22240,0,0,7733,134318,124824,9494,-14162,-13546,0,-13546
1993,Manufacturing,84802,26278,3207,0,15572,0,58107,0,80788,52049,3451,41752,0,0,4014,118323,104244,14079,4049,-2127,1597,-3723
1994,Manufacturing,203597,56562,4883,0,14161,0,146777,0,115545,93598,6987,78065,0,0,88052,126255,114597,11657,1842,-3580,1481,-5061
1995,Manufacturing,209899,64500,464,43994,17840,0,145400,0,132395,115290,7291,97707,0,0,77504,156663,141637,15026,3335,-9151,1370,-10522
1996,Manufacturing,200648,58853,876,0,9404,0,141796,0,124142,60558,3855,40277,0,0,76507,153914,130911,23003,11781,248,1205,-957
1997,Manufacturing,190626,55702,1810,0,14216,0,134924,0,120914,58220,4422,35725,0,0,69712,186530,167774,18756,6915,-6761,0,-6761
1998,Manufacturing,176779,46171,669,0,13426,0,130608,0,110249,45592,3776,29237,0,0,66530,162557,139059,23498,11697,-3754,0,-3754
1999,Manufacturing,202072,60765,5054,0,21180,0,141307,0,121843,59235,12884,31534,0,0,80229,161250,134737,26513,15819,2154,0,2154
2000,Manufacturing,212130,69505,314,0,21317,0,139948,0,149959,60664,5557,30789,67361,21934,62171,191279,173708,17571,6666,1217,288,929
2001,Manufacturing,198887,51209,183,18325,16963,0,145362,0,139845,38577,12881,19635,68638,0,59043,158748,141128,17621,5533,4518,3276,988
2002,Manufacturing,184176,46107,1571,23553,18164,0,138069,0,128961,50528,12286,29180,47828,0,55215,125301,109612,15689,2628,-3572,280,-3967
2003,Manufacturing,235027,74513,0,32677,31630,0,147960,0,146793,71343,22124,0,47141,28308,88234,169009,142885,26124,11587,7034,-1621,9323
2004,Manufacturing,249633,95267,0,47243,35712,0,143053,0,152635,91139,26225,0,35431,26065,96999,248457,218587,29870,11205,6515,-1591,8760
2005,Manufacturing,249506,110062,0,56340,38124,0,129480,0,153957,105652,30886,0,24852,23452,95550,245041,214465,30576,12835,205,-1211,1914
2006,Manufacturing,340284,224550,795,111632,80540,0,106258,0,233687,207308,48552,158756,9582,16798,106596,557275,516348,40927,18951,5971,-4494,12315
2007,Manufacturing,250785,150409,4648,74653,53604,0,91433,0,146211,122774,49365,73409,9119,14318,104575,559257,524168,35089,12911,2424,-1089,3960
2008,Manufacturing,164627,84393,6563,33757,33775,0,73097,0,65989,48528,16985,31543,579,16882,98638,341689,318875,22814,4287,-975,-2422,2443
2009,Manufacturing,175158,107400,12983,44301,33662,0,60240,0,62465,51805,31012,20793,141,10518,112693,240255,212563,27691,8512,1535,-5145,8797
2010,Manufacturing,164112,106618,7966,42867,44083,0,52081,0,52442,43729,33057,10671,131,8583,0,305838,271761,34076,15451,10545,212,10246
2011,Manufacturing,168310,115098,6078,43189,49427,0,48117,0,61933,53191,43163,10027,210,8532,106377,356734,325511,31222,11510,7104,1092,6012
2012,Manufacturing,169480,106866,4738,40661,48042,0,58413,0,52602,45030,33685,10885,106,7466,116878,271987,248083,23904,4307,-2660,247,-2906
2013,Manufacturing,165829,114042,7814,50416,41381,0,47651,0,47514,47444,39168,7959,70,0,118315,266618,248173,18445,-2076,-4115,-7351,3236
