year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
1996,Manufacturing,89980,0,0,0,0,0,0,0,71173,0,0,0,0,0,18807,0,0,0,0,0,0,-27372
1997,Manufacturing,72430,0,0,0,0,0,0,0,61313,0,0,0,0,0,11117,0,0,0,0,0,0,-14930
1998,Manufacturing,64713,0,0,0,0,0,0,0,49997,0,0,0,0,0,14716,0,0,0,0,0,0,-28805
1999,Manufacturing,59598,0,0,0,0,0,0,0,38957,0,0,0,0,0,20641,0,0,0,0,0,0,1513
2000,Manufacturing,48470,0,0,0,0,0,0,0,23825,0,0,0,0,0,24645,0,0,0,0,0,0,12879
2001,Manufacturing,81457,33949,26450,460,393,0,5728,10443,26118,26118,26077,42,0,0,55339,115959,0,115959,34075,38684,10841,26293
2002,Manufacturing,83966,38050,33710,494,387,0,5071,9190,31972,31972,31962,10,0,0,51994,130309,0,130309,40968,44440,11283,24274
2003,Manufacturing,106989,45055,0,709,414,45137,7873,8925,38418,38418,38418,0,0,0,68572,140901,0,140901,48128,56823,14883,38999
2004,Manufacturing,103708,33925,0,606,344,52953,7238,9587,36278,36278,36278,0,0,0,67430,145403,0,145403,46342,48985,14317,32121
2005,Manufacturing,139359,15380,0,236,480,65982,48942,9051,68124,43544,41586,0,24580,0,71235,149454,0,149454,43089,46155,14751,28817
2006,Manufacturing,163440,10285,1244,155,750,90446,53814,8095,86506,39479,34323,3847,34604,12423,76934,129964,0,129964,-6507,11250,3918,6644
2007,Manufacturing,176755,10617,1566,327,511,105691,48005,6478,78975,51185,39463,10195,27790,0,97780,122938,0,122938,10096,8122,-3143,11815
2008,Manufacturing,142334,15303,6686,279,465,75625,42425,5791,68324,45962,40871,4029,22362,0,74010,128407,0,128407,11093,-13677,1795,-15787
2009,Manufacturing,186683,18415,11204,304,247,112725,44242,5597,66254,57774,43254,1672,8480,0,120428,147808,0,147808,30705,55208,9651,43843
2010,Manufacturing,249689,54367,41443,635,338,143410,40193,11349,78634,69451,46403,1698,6193,2989,171055,163509,0,163509,55846,55255,17168,35069
2011,Manufacturing,1013479,130543,91257,354,0,259859,37118,582111,121591,100733,2037,2069,179,0,891888,294152,0,294152,122735,123994,43783,80211
