year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
2004,Manufacturing,6137693,369093,0,178584,5131,0,5743807,19745,2079877,579348,258429,0,1419758,80771,4057816,827986,558027,269959,46380,162759,33120,123829
2005,Manufacturing,5933351,268757,0,188681,5418,0,5631076,15171,1981050,581617,279678,0,1335581,63852,3952301,846786,574715,272071,47507,25118,11923,11104
2006,Manufacturing,6010776,382525,133471,206003,3943,0,5593709,10573,1877182,421675,255510,102412,1406410,49097,4133594,948897,605770,343127,135442,173544,51200,113361
2007,Manufacturing,5939279,433956,199572,195865,4122,0,5490077,6464,1861210,498815,338678,123236,1304257,58128,4078069,995614,585192,410422,204075,213092,58356,144499
2008,Manufacturing,5828102,406256,137555,214198,4688,0,5316287,2374,1932288,412944,246839,130974,1478687,40612,3895814,1059806,617546,442260,216116,-4925,-7869,4326
2009,Manufacturing,6729104,509821,213166,237853,6164,0,6092456,400,2619632,514791,203664,272908,2039739,65009,4109472,1233801,735091,498710,274330,360170,93527,250235
2010,Manufacturing,6963416,628976,328000,237445,5426,0,6176366,993,3003707,361089,184256,130066,2559256,83352,3959709,1184698,698864,485835,221079,83430,17101,63329
2011,Manufacturing,6897810,559848,230655,239493,4018,0,6013456,315,3128509,450036,241370,150330,2544256,134217,3769301,1234682,800022,434660,194631,63958,8602,55356
2012,Manufacturing,12140644,777184,406582,283094,5135,0,8456740,23470,5439996,868087,306054,130694,3128573,1369036,6700649,1422268,1101439,320829,72056,204779,69473,135307
2013,Manufacturing,10826237,1292541,895807,272934,4820,0,8496496,842,4296717,701972,304976,124996,2092133,655064,6529520,1488639,915128,573511,254863,327797,80879,246918
2014,Manufacturing,9404113,1619728,1140103,214898,6667,0,7571891,18004,4601264,522116,272584,120469,2124201,270288,4802849,1508192,948498,559695,314359,303342,136417,166925
