year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
1992,Manufacturing,16359,14338,1412,0,8727,0,2021,0,7634,6237,4519,465,0,0,8171,22808,18426,4382,-885,187,162,4
1993,Manufacturing,12393,11055,902,0,7098,0,1338,0,5304,4404,3086,87,0,0,6490,19693,14859,4834,570,659,192,396
1994,Manufacturing,15168,12787,545,0,6857,0,2381,0,7146,5156,2020,421,0,0,7045,22907,17696,5211,1218,955,295,563
1995,Manufacturing,14367,10542,401,0,6421,0,3825,0,6728,5392,2123,701,0,0,7448,23167,18034,5133,1235,734,291,355
1996,Manufacturing,15886,11710,205,0,6871,0,4062,0,7337,6723,2856,1427,0,0,8190,23185,17284,5901,1733,1210,339,746
1997,Manufacturing,15152,11232,341,0,7394,0,3788,0,6535,6298,2095,2040,0,0,8221,20580,15574,5006,806,405,115,248
1998,Manufacturing,15778,11972,407,0,7115,0,3669,0,7415,6101,3121,316,1183,0,8362,18004,13187,4816,501,169,54,141
1999,Manufacturing,12658,9138,160,0,5685,0,3399,0,4540,3995,1982,8,385,160,8118,17632,13161,4471,254,64,0,-242
2000,Manufacturing,11158,7743,164,1782,5172,0,3304,103,4482,4381,3988,11,0,0,6675,11840,9298,2542,-1172,-1357,0,-1362
2001,Manufacturing,10714,7368,179,1775,5039,0,3252,86,3976,3969,3187,782,0,0,6739,12330,8560,3771,261,55,0,60
2002,Manufacturing,9880,6188,0,963,4712,0,3622,70,3133,3087,1641,0,0,46,6747,11695,8114,3581,184,20,0,20
2003,Manufacturing,9226,5348,0,1219,3564,0,3552,55,3331,3121,2223,0,210,0,5896,8456,6159,2297,-1022,-1078,-162,-861
2004,Manufacturing,9607,6183,0,2207,3224,0,3268,38,3663,3481,2981,0,0,0,5944,10791,7603,3188,757,400,-14,417
2005,Manufacturing,9307,6010,498,1876,3064,0,3094,21,2664,2138,1994,142,0,0,6643,14082,10123,3958,1189,915,111,763
2006,Manufacturing,12652,9656,469,3536,4756,0,2820,5,5985,5493,5199,289,0,0,6666,14204,10692,3512,796,749,187,493
2007,Manufacturing,16018,13266,1080,0,4551,0,2483,36,8980,7997,7941,0,0,0,7039,18844,14016,4827,1790,1605,434,1010
2008,Manufacturing,10505,7818,869,2909,3820,0,2458,32,2394,2136,2135,0,0,0,8112,16706,12098,4608,1281,1505,408,945
2009,Manufacturing,11991,9061,1142,2528,5309,0,2727,23,3598,3223,2689,491,0,0,0,15385,10787,4598,1512,1368,377,846
2010,Manufacturing,24593,11632,2343,3861,5370,0,12757,64,9141,5751,5564,119,299,3091,15453,17561,13560,4001,810,676,200,476
2011,Manufacturing,27331,11544,3530,4368,3546,0,15572,84,8252,4001,3879,122,202,4048,19080,21793,16059,5734,2788,2453,765,1688
2012,Manufacturing,26666,11433,5133,2285,3554,0,14947,114,7393,3314,3190,124,94,3985,19273,13594,9098,4496,1256,1460,457,1002
2013,Manufacturing,25353,10663,5466,1050,3759,0,14544,136,6972,3248,2989,99,0,3724,18381,9328,6747,2581,-434,-210,-34,-176
