year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
1992,Manufacturing,138315,89797,3298,0,38763,0,31792,0,99211,94714,7668,876,0,0,37447,225455,172615,52840,15311,7613,2090,5470
1993,Manufacturing,228051,87338,2866,0,63257,0,85539,0,91417,81577,12427,1377,0,0,136307,324541,252351,72190,3267,8779,2184,6595
1994,Manufacturing,290195,157381,1322,0,97196,0,82402,0,144175,89832,22620,33776,0,0,145902,351343,273993,77350,1787,15885,4729,9499
1995,Manufacturing,1607437,519552,33697,0,338808,0,1004647,0,908056,671528,150600,504691,0,0,699385,1515255,1130456,384799,110588,-285502,27541,-314428
1996,Manufacturing,2452406,707861,20091,0,460359,0,1650041,0,1510565,700027,229231,401654,0,0,941841,1790802,1392131,398671,121597,25663,0,25663
1997,Manufacturing,2582002,850067,22412,0,493756,0,1397999,0,1414733,758379,90372,655768,0,0,1167269,2346460,1739943,606517,124693,30353,0,30353
1998,Manufacturing,2669231,843770,27230,240070,407484,0,1512678,0,1648818,1140578,200671,789839,0,0,1020413,2077232,1426877,650355,37803,-140286,0,-140286
1999,Manufacturing,2645472,764048,17521,196832,317228,0,1370377,0,1598797,788484,210378,473877,0,0,1046675,1976876,1324773,652103,74404,-102863,0,-102863
2000,Manufacturing,2486305,660663,16161,206376,222708,0,1306883,257038,1412316,850679,179034,443676,0,0,1073990,1906040,1332273,573767,124554,12207,0,27941
2001,Manufacturing,2452484,747729,7885,260779,235474,0,1277197,223250,1382288,743421,250073,486987,622865,0,1070196,2092101,1558275,533826,107315,20121,0,20121
2002,Manufacturing,2410255,819845,5832,315646,278637,0,1189289,207450,1303592,769320,184186,476144,513444,0,1106663,2153223,1587617,565606,149513,48603,0,48603
2003,Manufacturing,2351476,831024,0,354092,276032,59676,1124917,37133,1197469,742619,210610,0,420184,32520,1154006,2236953,1706256,530697,128008,59006,0,59006
2004,Manufacturing,1971561,812157,0,332436,292770,309270,558087,36374,746931,531594,294226,0,146251,67697,1224630,2301100,1729386,571715,171377,130016,0,130016
2005,Manufacturing,2012770,827022,0,317991,330379,310939,531071,122171,730198,552687,257418,0,109465,66883,1282572,2241748,1642163,599585,237099,173442,47842,107881
2006,Manufacturing,2257118,906269,10790,358406,403193,466035,540509,111236,872116,657891,232053,357737,138566,74888,1385002,2414044,1780129,633915,212886,214014,56592,136463
2007,Manufacturing,2523786,1168704,18875,452993,546826,482515,563321,99566,1022426,850796,253444,465080,108885,60965,1501360,2877679,2124896,752782,246839,251983,82450,138995
2008,Manufacturing,2815171,1227841,26300,440753,563663,592838,621277,81185,1405894,1064199,333564,624432,281798,57583,1409276,3300817,2558157,742660,243601,179685,65546,92535
2009,Manufacturing,2799958,994007,72693,425884,431743,739160,678016,83842,1162335,769936,321885,295193,344543,47489,1637623,3376137,2389932,986205,434678,415712,126214,243686
2010,Manufacturing,2805639,1135053,110308,427221,556833,523470,784157,86396,981590,681075,361200,171664,244403,55979,0,3428505,2398903,1029602,505994,516482,151391,303970
2011,Manufacturing,2768038,1181265,77628,423944,613173,5418,700885,78621,901837,524148,377282,12474,322857,54831,1866201,3692944,2669843,1023101,457418,448621,146302,326207
2012,Manufacturing,3785068,1707625,439046,549578,556195,708581,982541,82845,1686998,946094,491113,366166,651168,83849,2098071,3781985,2812280,969705,428138,418491,153425,324241
2013,Manufacturing,4371391,1321816,41292,562310,523948,74326,1183221,90032,2188281,767924,621064,77303,1315652,98807,2183110,3882961,2863797,1019164,426637,239764,80040,223874
