year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
2012,Manufacturing,73295,7228,1183,0,0,0,0,0,18562,18562,65,18492,0,0,54734,0,0,0,-38,36,0,36
2013,Manufacturing,228786,50097,6102,0,0,0,0,0,21389,21389,1605,16957,0,0,207398,12153,0,12153,6014,58864,0,56826
2014,Manufacturing,550147,66374,21658,0,0,0,0,0,9747,9747,4523,0,0,0,540399,62597,0,62597,32787,76113,11845,64267
