year,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
2012,9,9,4,0,0,0,0,0,39,39,39,0,0,0,0,0,0,0,-31,-32,0,-32
2013,28,13,5,0,0,0,0,0,18,18,18,0,0,0,10,0,0,0,-23,-24,-5,-19
