year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
2008,Banking,371126,178044,0,5323,NA,144723,10223,0,258672,251189,7027,0,0,0,112455,27089,NA,NA,3495,3494,1172,2322
2009,Banking,982558,614821,0,11873,NA,69433,9319,0,846503,593170,21508,0,0,0,136055,49978,NA,NA,25170,25231,7624,17607
2010,Banking,840196,581565,0,14050,NA,55366,7219,746,699098,427945,12280,0,0,0,141098,40625,NA,NA,13443,0,1943,11016
2011,Banking,999321,592592,0,6607,NA,2787,5686,412,850424,405197,19657,233562,0,0,148897,63375,NA,NA,18810,18543,2452,16092
2012,Banking,1132310,1042415,0,21728,NA,6746,4577,134,959404,507041,32685,374651,0,0,172906,49385,NA,NA,25769,25639,5475,20165
2013,Banking,776325,239723,0,17867,NA,5380,3782,818,582535,550242,7743,0,0,0,193790,9728,NA,NA,31509,0,7117,23522
