year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
1996,Manufacturing,112040,95710,2316,0,75985,0,6796,0,19413,14135,10705,936,0,0,92626,21721,10749,10972,5193,1467,0,1467
1997,Manufacturing,200952,134504,867,0,106296,0,26125,0,95556,49747,19099,6506,10102,35162,105396,69566,42835,26731,16143,5178,162,4988
1998,Manufacturing,312897,169730,1245,0,141075,0,53188,0,174605,81949,12970,24515,0,0,127643,71371,42885,28487,7804,3855,1164,2487
1999,Manufacturing,391340,220227,1779,0,171167,0,61661,0,264127,116231,26671,33025,106469,0,127213,90756,61622,29135,16206,-5857,0,-1198
2000,Manufacturing,391860,244147,3025,0,200730,0,59724,70047,314804,91694,38281,16221,0,0,77056,77746,59489,18257,-9587,-37422,258,-37823
2001,Manufacturing,404161,263439,6220,41038,211874,0,51885,70068,320733,77308,56833,2948,209023,31554,83428,98537,64852,33685,6635,-11557,-10488,-1069
2002,Manufacturing,329197,181008,6762,37095,117889,0,53994,57631,279051,67164,57998,9165,188432,21959,50145,86360,53902,32457,4767,-14560,0,-14560
2003,Manufacturing,288276,122729,0,21023,95055,32752,51854,56149,233920,59217,54410,0,135656,20185,54356,69618,30651,38967,5419,1075,0,1075
2004,Manufacturing,296958,119347,0,23816,90944,31999,51973,54558,227486,56404,36810,0,129897,20951,69472,62890,33665,29225,7230,16171,0,16171
2005,Manufacturing,254061,87304,0,11479,70086,37442,48797,53355,190073,50551,29636,0,114162,15809,63988,51955,25701,26254,3108,-635,0,-635
2006,Manufacturing,235751,79988,2520,7863,65096,35983,49327,47723,167257,66109,62820,0,86298,14851,68494,52025,20782,31243,7070,10789,1284,9077
2007,Manufacturing,223067,64472,2581,7517,48882,60156,45525,42368,143884,26810,24017,0,97519,16510,79183,57065,27052,30012,6189,12863,1098,11572
2008,Manufacturing,233294,59051,3990,6621,44833,78204,43108,36832,154414,28607,20950,7658,68572,52825,78881,61385,28501,32884,4485,5151,-881,6032
2009,Manufacturing,363536,98002,13092,37975,36848,58228,49431,38225,257409,130629,111497,19132,69391,52892,106127,83603,42343,41259,5085,13656,-1630,15286
2010,Manufacturing,563484,273347,29582,78867,131596,19771,57434,42385,396862,223726,194216,29510,56821,112320,0,271623,165646,105977,56294,61548,10802,38536
2011,Manufacturing,610222,288791,23512,74478,158985,0,82622,39315,428908,172227,88576,20954,77102,105856,181313,319000,195682,123317,46177,52011,17215,34795
2012,Manufacturing,873501,534454,33601,54862,396574,0,109071,40473,669513,419525,109461,123722,191242,58746,203987,389671,280057,109614,28393,62161,21843,40318
2013,Manufacturing,1073942,607852,47111,68019,417522,0,122705,43767,788008,454248,310435,143812,280950,52810,285934,559215,386391,172824,87636,70769,22218,48551
