year,Field,V2,V3,V5,V7,V10,V19,V26,V27,V34,V35,Cppcp,V37,V47,Cpplp,V57,V71,V72,V73,V79,V85,V86,V91
1996,Manufacturing,594535,46425,6214,0,17534,0,542432,0,58979,13544,9891,0,38554,0,535555,121560,115960,5600,-10372,468,0,468
1997,Manufacturing,458275,39234,3789,0,12868,0,411916,0,80665,24406,10622,0,7418,45643,377610,135961,130142,5818,-5557,820,274,497
1998,Manufacturing,872740,52954,11216,0,11892,0,815768,0,407569,30854,22797,0,8905,14068,465171,141906,142330,-424,-10090,-30930,0,-30930
1999,Manufacturing,431638,41971,10634,11180,11064,0,382128,0,30272,18065,7398,9548,5147,7061,401011,151509,123009,28499,-3121,772,354,418
2000,Manufacturing,449864,43571,15665,0,9220,0,402877,0,35318,29358,17118,0,5327,634,414546,109120,86316,22804,810,5048,0,634
2001,Manufacturing,423620,33471,5824,0,9198,0,375958,0,21862,15750,7266,0,0,0,401758,102799,81561,21238,307,6649,0,538
2002,Manufacturing,445083,44412,12736,12068,10057,0,377610,0,52532,23202,23201,0,29214,0,392550,108172,83085,25087,3816,7443,0,1307
2003,Manufacturing,422455,51293,0,11680,9488,0,370921,0,28160,21378,21378,0,6460,0,394295,114278,88934,25344,3827,7014,0,2109
2004,Manufacturing,439566,61366,0,14192,10603,0,378004,0,27669,22073,22073,0,5217,0,411898,123047,95652,27395,6335,6772,0,2034
2005,Manufacturing,478177,72702,0,15468,10381,0,405102,0,33012,28387,28387,0,3949,0,445165,135716,109375,26341,4667,7307,0,2510
2006,Manufacturing,500955,90817,53052,16447,11463,0,406795,0,34167,28865,28865,0,0,4241,466788,152856,115229,37627,14682,14278,3755,9864
2007,Manufacturing,521191,87533,48723,17217,11338,0,427694,105,60681,56217,56218,0,0,4463,460510,157427,117679,39748,15788,17424,5205,11305
2008,Manufacturing,498110,53791,16646,18756,8921,0,442846,171,47725,43566,43379,0,4080,0,450385,163603,120715,42888,20143,20813,9966,9098
2009,Manufacturing,592143,98847,59575,18722,11175,0,492184,298,90308,85313,85303,0,4895,0,501835,184041,132731,51310,22964,23233,7425,14505
2010,Manufacturing,639167,80300,36629,19707,11866,0,557292,668,76556,63888,63878,10,6142,6525,0,187481,133599,53882,18346,18867,7153,10419
2011,Manufacturing,617616,84913,39973,29670,10440,0,530262,1243,94540,74317,67152,7166,14705,5518,523077,199347,143218,56129,23037,24041,7518,16522
2012,Manufacturing,699009,127752,76063,35056,9220,0,570142,490,93536,64590,55601,6788,9475,5661,605473,232450,165805,66644,32099,33590,11577,22013
2013,Manufacturing,696385,131200,63622,37778,10549,0,556405,0,90013,64408,55425,1671,0,2534,606372,256651,175138,81513,41154,43166,12950,30216
